Fragebogenkürzel;Frage;Item;Subskala1;Subskala2;Subskala3;Umkodieren? (x);Wie viele Antwortmöglichkeiten? (2-7);Wie Score Berechenen
MPQPE1[MPQPE04];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf. ";Ich stehe gern im Rampenlicht.];MPQPE_PositiveEmotionality;MPQPE_SocialPotency;;;2;Summe
MPQPE1[MPQPE05];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf. ";Wenn ich über etwas unglücklich bin, A:  suche ich die Gesellschaft eines Freundes/einer Freundin. B:  ziehe ich es vor, allein zu sein.];MPQPE_PositiveEmotionality;MPQPE_SocialCloseness;;;2;Summe
MPQPE1[MPQPE06];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf. ";Ich kann mich schnell für das, was ich tue, begeistern.];MPQPE_PositiveEmotionality;MPQPE_Wellbeing;;;2;Summe
MPQPE1[MPQPE07];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf. ";Ich nutze jede Gelegenheit, um vor Publikum aufzutreten.];MPQPE_PositiveEmotionality;MPQPE_SocialPotency;;;2;Summe
MPQPE1[MPQPE08];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf. ";Ich ziehe es vor, nicht zuviel von mir preiszugeben, auch gegenüber Freunden nicht.];MPQPE_PositiveEmotionality;MPQPE_SocialCloseness;;x;2;Summe
MPQPE1[MPQPE09];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf. ";Ich fühle mich oft froh und zufrieden ohne einen besonderen Grund.];MPQPE_PositiveEmotionality;MPQPE_Wellbeing;;;2;Summe
MPQPE1[MPQPE10];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf. ";In Gesellschaft habe ich es lieber, wenn jemand anderes die Initiative ergreift.];MPQPE_PositiveEmotionality;MPQPE_SocialPotency;;x;2;Summe
MPQPE2[MPQPE11];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Ich habe Freude daran, lange zu arbeiten.];MPQPE_PositiveEmotionality;MPQPE_Achievement;;;2;Summe
MPQPE2[MPQPE12];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Ich finde mein Leben sehr interessant.];MPQPE_PositiveEmotionality;MPQPE_Wellbeing;;;2;Summe
MPQPE2[MPQPE13];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Ich bin eher ein warmherziger Mensch als kühl und distanziert.];MPQPE_PositiveEmotionality;MPQPE_SocialCloseness;;;2;Summe
MPQPE2[MPQPE14];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Ich tue jeden Tag etwas, was mir Spaß macht.];MPQPE_PositiveEmotionality;MPQPE_Wellbeing;;;2;Summe
MPQPE2[MPQPE15];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Ich bin für gewöhnlich glücklicher, wenn ich allein bin.];MPQPE_PositiveEmotionality;MPQPE_SocialCloseness;;x;2;Summe
MPQPE2[MPQPE16];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Man sagt von mir, dass ich mich selbst sehr fordere.];MPQPE_PositiveEmotionality;MPQPE_Achievement;;;2;Summe
MPQPE2[MPQPE17];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Ich habe die Fähigkeit, andere Leute zu allem möglichen zu überreden.];MPQPE_PositiveEmotionality;MPQPE_SocialPotency;;;2;Summe
MPQPE2[MPQPE18];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Ich arbeite oft weiter an einem Problem, wenn andere schon längst aufgegeben haben.];MPQPE_PositiveEmotionality;MPQPE_Achievement;;;2;Summe
MPQPE2[MPQPE19];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Ich habe nur wenige oder gar keine Freunde.];MPQPE_PositiveEmotionality;MPQPE_SocialCloseness;;x;2;Summe
MPQPE2[MPQPE20];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Ich kann Leute gut beeinflussen.];MPQPE_PositiveEmotionality;MPQPE_SocialPotency;;;2;Summe
