"ID","Rated_Person","extraversion1","agreeableness1","conscientiousness1","neuroticism1","openness1","extraversion2","agreeableness2","conscientiousness2","neuroticism2","openness2","attractiveness","sympathy","competence","assertiveness","trustworthyness","familarity","BFI_Extraversion","BFI_Neuroticism","BFI_Conscientiousness","BFI_Agreeableness","BFI_Openness","ExperimenterID","Experimenter_Sex"
"sub-ER05EL26","Experimenter",1,5,1,4,3,5,1,5,2,3,4,5,5,4,5,1,6,6,6,6,6,"HRBL","Male"
"sub-ER05ER03","Participant",2,4,2,4,1,5,1,4,2,4,4,5,4,4,5,1,7,6,6,5,5,"KOMB","Female"
"sub-ER05ER03","Experimenter",1,4,1,5,2,5,1,5,2,3,4,5,5,4,5,1,6,7,6,5,5,"KOMB","Female"
"sub-ER05ER07","Experimenter",4,4,1,4,3,4,1,5,4,4,3,5,5,3,4,1,8,8,6,5,7,"DDEL","Male"
"sub-ER05ER07","Participant",4,3,5,5,4,2,2,3,1,2,3,4,4,2,3,1,6,6,8,5,6,"DDEL","Male"
"sub-ER05ET17","Experimenter",1,5,1,5,1,5,1,5,1,5,5,5,5,5,5,3,6,6,6,6,6,"BNMR","Male"
"sub-ER05ET17","Participant",2,4,2,4,2,5,2,4,2,4,5,5,5,5,5,3,7,6,6,6,6,"BNMR","Male"
"sub-ER05IM12","Experimenter",3,4,1,5,3,4,1,5,3,3,4,5,5,5,4,1,7,8,6,5,6,"OLMK","Female"
"sub-ER05IM12","Participant",1,3,2,3,4,4,4,4,1,2,5,4,5,5,4,1,5,4,6,7,6,"OLMK","Female"
"sub-ER05IM29","Experimenter",1,4,1,5,3,5,1,5,1,3,4,5,5,5,5,3,6,6,6,5,6,"MBSB","Female"
"sub-ER05IM29","Participant",2,3,1,3,3,4,2,4,3,3,3,5,5,4,5,3,6,6,5,5,6,"MBSB","Female"
"sub-ER05LF22","Experimenter",1,4,1,5,3,5,1,5,1,3,5,5,5,5,5,1,6,6,6,5,6,"GIDX","Male"
"sub-ER05LF22","Participant",2,4,2,4,3,4,2,5,2,4,4,4,5,4,4,1,6,6,7,6,7,"GIDX","Male"
"sub-ER05LI22","Experimenter",1,5,1,5,2,5,1,5,1,3,4,5,5,5,5,1,6,6,6,6,5,"GICH","Female"
"sub-ER05LI22","Participant",4,4,1,4,4,4,1,5,4,4,5,5,4,3,5,1,8,8,6,5,8,"GICH","Female"
"sub-ER05LM21","Experimenter",1,4,1,4,3,4,2,4,2,3,4,4,4,4,4,1,5,6,5,6,6,"MBSB","Female"
"sub-ER05LM21","Participant",3,2,3,1,3,3,2,2,4,3,2,4,2,3,3,1,6,5,5,4,6,"MBSB","Female"
"sub-ER05MA17","Experimenter",3,4,1,4,3,4,3,5,1,4,3,5,5,5,5,1,7,5,6,7,7,"OLMK","Female"
"sub-ER05MA17","Participant",3,4,1,4,1,4,1,5,2,4,4,5,5,3,5,1,7,6,6,5,5,"OLMK","Female"
"sub-ER05NG11","Experimenter",1,4,3,5,3,4,2,5,1,3,3,4,5,2,5,1,5,6,8,6,6,"HWJM","Male"
"sub-ER05NS02","Experimenter",2,4,2,4,3,4,2,4,1,3,4,4,4,3,4,1,6,5,6,6,6,"OLPG","Male"
"sub-ER05NS02","Participant",2,3,2,3,2,3,2,4,1,3,3,4,4,4,4,1,5,4,6,5,5,"OLPG","Male"
"sub-ER05NS25","Experimenter",4,4,1,3,3,2,2,4,4,3,4,5,5,3,2,1,6,7,5,6,6,"OSJZ","Female"
"sub-ER05NS25","Participant",4,4,4,4,3,4,2,2,2,3,1,2,2,2,3,1,8,6,6,6,6,"OSJZ","Female"
"sub-ER05RD12","Experimenter",2,2,2,2,3,4,2,4,2,3,5,5,5,4,5,1,6,4,6,4,6,"WBDM","Female"
"sub-ER05RD12","Participant",3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,1,6,6,6,6,6,"WBDM","Female"
"sub-ER05RD23","Participant",4,4,4,2,3,3,2,4,3,4,2,4,4,3,5,1,7,5,8,6,7,"OLMK","Female"
"sub-ER05RD23","Experimenter",2,4,1,4,3,4,2,5,4,3,4,5,4,3,5,1,6,8,6,6,6,"OLMK","Female"
"sub-ER05RG02","Participant",4,3,2,2,4,2,3,4,2,3,3,3,4,2,4,1,6,4,6,6,7,"DDEX","Female"
"sub-ER05RG02","Experimenter",1,4,1,5,3,5,2,5,1,3,5,5,5,5,5,1,6,6,6,6,6,"DDEX","Female"
"sub-ER05RI09","Participant",2,2,3,4,4,3,5,4,2,4,3,4,4,4,5,1,5,6,7,7,8,"DDEL","Male"
"sub-ER05RI09","Experimenter",2,3,2,2,3,4,2,4,2,3,4,5,4,3,4,1,6,4,6,5,6,"DDEL","Male"
"sub-ER05RK06","Participant",4,4,1,2,2,4,2,5,2,3,2,4,5,4,4,1,8,4,6,6,5,"OSJZ","Female"
"sub-ER05RK06","Experimenter",2,4,4,4,2,4,1,3,2,3,2,5,4,2,5,1,6,6,7,5,5,"OSJZ","Female"
"sub-ER05RT01","Experimenter",2,4,2,5,3,4,1,5,2,3,4,5,5,5,5,4,6,7,7,5,6,"WBDX","Male"
"sub-ER05RT01","Participant",4,4,2,4,2,1,2,4,5,4,1,4,4,1,4,4,5,9,6,6,6,"WBDX","Male"
"sub-ER05RT24","Participant",1,4,1,3,2,4,1,5,1,4,4,5,5,5,4,1,5,4,6,5,6,"OLNX","Male"
"sub-ER05RT24","Experimenter",2,3,1,4,1,5,3,4,2,4,4,5,5,3,5,1,7,6,5,6,5,"OLNX","Male"
"sub-ER05TO22","Participant",2,4,2,4,2,4,2,4,2,3,4,5,4,4,4,1,6,6,6,6,5,"WBDX","Male"
"sub-ER05TO22","Experimenter",3,5,1,5,3,4,1,5,2,4,3,5,5,4,5,1,7,7,6,6,7,"WBDX","Male"
"sub-ER05US21","Participant",4,3,3,4,2,4,3,4,2,4,4,4,4,4,4,1,8,6,7,6,6,"BNMR","Male"
"sub-ER05US21","Experimenter",1,4,1,5,1,5,1,5,1,4,4,5,5,5,5,1,6,6,6,5,5,"BNMR","Male"
"sub-ER06AN07","Experimenter",2,4,1,4,3,4,3,4,2,3,4,4,4,4,4,1,6,6,5,7,6,"OSSM","Female"
"sub-ER06AN07","Participant",3,2,4,1,2,3,3,2,5,3,3,3,2,2,3,2,6,6,6,5,5,"OSSM","Female"
"sub-ER06AN08","Participant",1,3,4,1,5,5,4,2,4,3,2,2,4,5,1,1,6,5,6,7,8,"GILX","Male"
"sub-ER06AN08","Experimenter",4,4,1,5,3,2,1,5,1,2,2,4,4,2,4,1,6,6,6,5,5,"GILX","Male"
"sub-ER06AN28","Participant",1,2,1,4,3,5,2,4,1,3,4,5,3,4,4,4,6,5,5,4,6,"GISY","Female"
"sub-ER06AN28","Experimenter",1,2,1,2,1,2,1,4,3,2,5,5,4,3,4,4,3,5,5,3,3,"GISY","Female"
"sub-ER06AS06","Participant",2,5,1,4,3,4,2,5,2,3,4,5,5,5,5,1,6,6,6,7,6,"HRBL","Male"
"sub-ER06AS06","Experimenter",2,3,1,4,3,4,1,5,1,3,2,5,5,4,3,1,6,5,6,4,6,"HRBL","Male"
"sub-ER06AS24","Experimenter",1,4,1,3,2,5,2,5,2,3,4,5,5,3,5,1,6,5,6,6,5,"OSJZ","Female"
"sub-ER06AS24","Participant",2,4,2,4,2,5,1,4,1,3,4,5,5,4,5,1,7,5,6,5,5,"OSJZ","Female"
"sub-ER06AT23","Participant",1,4,1,5,1,5,2,5,1,3,5,5,5,5,5,3,6,6,6,6,4,"KOMB","Female"
"sub-ER06AT23","Experimenter",1,5,1,5,1,5,1,5,1,5,5,5,5,5,5,4,6,6,6,6,6,"KOMB","Female"
"sub-ER06AY28","Participant",2,3,3,4,3,4,2,3,3,3,5,4,3,4,3,1,6,7,6,5,6,"GILX","Male"
"sub-ER06AY28","Experimenter",3,5,1,5,4,2,1,5,2,3,2,5,5,5,5,1,5,7,6,6,7,"GILX","Male"
"sub-ER06CA28","Participant",2,3,1,2,3,3,1,5,1,3,4,5,5,4,5,1,5,3,6,4,6,"KORB","Female"
"sub-ER06CA28","Experimenter",1,4,1,5,3,5,1,5,2,4,5,5,5,4,5,1,6,7,6,5,7,"KORB","Female"
"sub-ER06CH10","Participant",2,3,2,4,2,4,1,4,1,3,3,4,4,5,4,3,6,5,6,4,5,"OSJZ","Female"
"sub-ER06CH10","Experimenter",2,4,1,5,3,4,1,5,1,4,4,5,5,4,5,1,6,6,6,5,7,"OSJZ","Female"
"sub-ER06CH24","Experimenter",2,5,1,5,2,5,1,5,1,4,4,5,5,4,4,3,7,6,6,6,6,"BNMR","Male"
"sub-ER06CH24","Participant",1,4,2,5,2,5,1,5,1,4,5,5,5,5,5,3,6,6,7,5,6,"BNMR","Male"
"sub-ER06CH24X","Participant",2,3,1,3,2,4,1,4,2,3,4,5,5,4,5,1,6,5,5,4,5,"KORB","Female"
"sub-ER06CH24X","Experimenter",1,4,1,2,2,5,1,5,2,5,5,5,5,5,5,1,6,4,6,5,7,"KORB","Female"
"sub-ER06ED02","Participant",4,4,2,3,4,4,2,4,4,4,3,4,4,4,4,1,8,7,6,6,8,"OLNX","Male"
"sub-ER06ED02","Experimenter",2,3,2,4,3,4,2,4,2,3,4,4,3,3,4,1,6,6,6,5,6,"OLNX","Male"
"sub-ER06EF14","Participant",3,3,2,3,3,2,3,3,2,3,4,4,3,3,4,1,5,5,5,6,6,"WBDM","Female"
"sub-ER06EF14","Experimenter",3,2,1,4,1,2,1,4,1,2,4,4,4,3,4,1,5,5,5,3,3,"WBDM","Female"
"sub-ER06EL06","Experimenter",2,3,1,5,3,4,1,5,1,4,4,5,5,4,5,1,6,6,6,4,7,"BNCF","Female"
"sub-ER06EL06","Participant",4,3,2,1,3,3,1,5,5,3,4,4,3,2,3,1,7,6,7,4,6,"BNCF","Female"
"sub-ER06EL17","Participant",2,4,3,3,1,4,2,5,1,4,4,5,4,4,5,1,6,4,8,6,5,"OLMK","Female"
"sub-ER06EL17","Experimenter",2,4,1,4,3,4,1,4,1,3,4,4,4,3,5,1,6,5,5,5,6,"OLMK","Female"
"sub-ER06EN03","Participant",1,4,2,5,2,5,2,4,1,4,2,4,4,5,4,1,6,6,6,6,6,"MBLL","Male"
"sub-ER06EN03","Experimenter",2,4,1,4,3,4,1,5,2,3,4,5,4,4,5,2,6,6,6,5,6,"MBLL","Male"
"sub-ER06EN27","Participant",2,4,3,2,2,4,2,4,2,4,4,4,4,3,4,4,6,4,7,6,6,"GILX","Male"
"sub-ER06EN27","Experimenter",4,5,2,5,2,4,2,5,2,5,5,5,5,5,5,4,8,7,7,7,7,"GILX","Male"
"sub-ER06EN29","Experimenter",4,4,3,4,4,4,4,2,3,3,3,4,4,4,3,1,8,7,5,8,7,"OLNX","Male"
"sub-ER06EN29","Participant",4,4,2,2,1,4,2,4,4,4,4,4,4,2,4,1,8,6,6,6,5,"OLNX","Male"
"sub-ER06ER15","Participant",2,2,1,4,2,4,2,4,2,4,4,5,5,3,4,1,6,6,5,4,6,"DDEL","Male"
"sub-ER06ER15","Experimenter",2,5,1,5,3,4,1,5,2,3,4,5,4,3,5,1,6,7,6,6,6,"DDEL","Male"
"sub-ER06ER16","Participant",3,4,1,4,3,4,2,5,1,3,4,5,4,4,5,1,7,5,6,6,6,"OLMK","Female"
"sub-ER06ER16","Experimenter",1,4,1,5,1,5,1,4,1,4,5,5,5,4,5,1,6,6,5,5,5,"OLMK","Female"
"sub-ER06ER20","Participant",1,3,1,2,3,4,2,5,1,3,5,5,5,4,5,2,5,3,6,5,6,"KORB","Female"
"sub-ER06ER20","Experimenter",1,5,1,5,2,5,1,5,1,4,1,1,1,2,1,2,6,6,6,6,6,"KORB","Female"
"sub-ER06ER24","Participant",2,4,3,4,3,4,3,4,2,3,1,4,3,2,4,1,6,6,7,7,6,"KOTK","Male"
"sub-ER06ER24","Experimenter",2,3,2,4,3,4,3,4,4,3,2,4,4,4,4,1,6,8,6,6,6,"KOTK","Male"
"sub-ER06ET15","Experimenter",1,3,1,5,3,4,2,5,1,5,4,5,4,4,4,1,5,6,6,5,8,"GICH","Female"
"sub-ER06ET15","Participant",2,1,1,5,4,4,4,4,2,2,3,3,5,5,2,1,6,7,5,5,6,"GICH","Female"
"sub-ER06FL20","Experimenter",1,5,1,5,3,5,3,5,3,4,4,5,5,4,5,1,6,8,6,8,7,"HRLO","Female"
"sub-ER06FL20","Participant",2,3,2,4,3,4,3,4,2,3,4,5,4,4,5,1,6,6,6,6,6,"HRLO","Female"
"sub-ER06IM15","Experimenter",1,4,3,4,2,4,1,4,2,4,4,5,4,4,5,1,5,6,7,5,6,"BNMR","Male"
"sub-ER06IM15","Participant",2,3,2,5,2,4,3,5,1,4,5,4,5,5,4,1,6,6,7,6,6,"BNMR","Male"
"sub-ER06IN09","Participant",2,4,1,4,1,5,2,5,2,3,4,5,3,2,5,1,7,6,6,6,4,"KOMB","Female"
"sub-ER06IN09","Experimenter",1,4,1,5,3,5,2,5,1,3,4,5,5,4,5,1,6,6,6,6,6,"KOMB","Female"
"sub-ER06IS22","Experimenter",1,4,2,3,2,5,2,4,2,4,4,5,4,4,5,3,6,5,6,6,6,"HWCP","Female"
"sub-ER06IS22","Participant",3,2,3,5,1,2,1,4,2,4,4,4,4,2,5,3,5,7,7,3,5,"HWCP","Female"
"sub-ER06KR20","Experimenter",1,4,1,2,2,5,3,5,3,4,4,4,4,4,4,1,6,5,6,7,6,"GICH","Female"
"sub-ER06KR20","Participant",2,2,5,1,1,4,4,1,5,1,5,4,1,2,2,1,6,6,6,6,2,"GICH","Female"
"sub-ER06LD25","Experimenter",2,4,1,5,3,4,1,5,1,3,3,5,5,4,5,1,6,6,6,5,6,"WBDX","Male"
"sub-ER06LD25","Participant",1,4,2,5,4,5,2,4,1,3,2,4,4,3,4,1,6,6,6,6,7,"WBDX","Male"
"sub-ER06LF30","Participant",4,4,1,4,2,4,1,4,3,3,4,4,4,3,5,1,8,7,5,5,5,"OSJZ","Female"
"sub-ER06LF30","Experimenter",3,5,1,4,2,5,1,5,2,4,5,5,5,4,5,1,8,6,6,6,6,"OSJZ","Female"
"sub-ER06LS23","Experimenter",2,5,2,3,3,4,2,5,4,3,4,5,5,3,5,1,6,7,7,7,6,"DDEX","Female"
"sub-ER06LS23","Participant",1,3,2,4,4,5,3,4,2,2,4,4,4,2,3,1,6,6,6,6,6,"DDEX","Female"
"sub-ER06NG02","Experimenter",4,5,1,5,1,4,1,5,1,5,3,5,5,5,5,1,8,6,6,6,6,"WBNB","Male"
"sub-ER06NG02","Participant",5,3,3,2,3,1,3,3,4,3,3,3,3,2,3,1,6,6,6,6,6,"WBNB","Male"
"sub-ER06NK09","Experimenter",2,4,2,4,3,4,2,5,2,4,5,5,5,4,5,4,6,6,7,6,7,"GIDX","Male"
"sub-ER06NK09","Participant",3,2,4,3,3,3,2,5,2,4,4,4,4,4,4,4,6,5,9,4,7,"GIDX","Male"
"sub-ER06NS08","Participant",4,3,2,5,4,2,4,3,2,2,2,5,4,2,4,1,6,7,5,7,6,"DDEL","Male"
"sub-ER06NS08","Experimenter",3,3,1,4,3,4,3,5,1,3,4,5,5,3,5,1,7,5,6,6,6,"DDEL","Male"
"sub-ER06NS19","Participant",4,2,3,4,5,2,4,3,4,4,2,1,2,2,2,2,6,8,6,6,9,"GILX","Male"
"sub-ER06NS19","Experimenter",4,2,4,4,3,2,4,3,2,3,4,2,3,3,2,2,6,6,7,6,6,"GILX","Male"
"sub-ER06NS25","Participant",4,4,1,5,2,4,3,4,2,4,4,5,4,3,5,1,8,7,5,7,6,"HRLO","Female"
"sub-ER06NS25","Experimenter",1,5,1,5,2,5,1,5,1,4,5,5,5,5,5,1,6,6,6,6,6,"HRLO","Female"
"sub-ER06NS30","Experimenter",3,4,2,4,3,4,2,4,2,4,3,4,4,4,4,3,7,6,6,6,7,"OSNB","Male"
"sub-ER06NS30","Participant",4,2,2,4,3,4,2,4,2,3,5,4,4,2,3,3,8,6,6,4,6,"OSNB","Male"
"sub-ER06OR21","Experimenter",2,4,2,4,3,2,1,4,3,3,3,4,4,3,4,1,4,7,6,5,6,"WBNB","Male"
"sub-ER06OR21","Participant",2,4,2,3,2,4,3,3,2,3,4,4,3,4,4,1,6,5,5,7,5,"WBNB","Male"
"sub-ER06RC02","Participant",4,2,1,4,2,4,2,4,4,3,5,4,5,3,4,1,8,8,5,4,5,"BNMR","Male"
"sub-ER06RC02","Experimenter",1,5,4,5,1,5,1,4,1,4,4,5,4,4,5,2,6,6,8,6,5,"BNMR","Male"
"sub-ER06RC19","Participant",2,4,3,4,3,4,3,4,2,4,4,5,5,4,5,4,6,6,7,7,7,"BNCF","Female"
"sub-ER06RC19","Experimenter",4,4,3,4,2,4,4,5,2,3,4,5,5,5,5,4,8,6,8,8,5,"BNCF","Female"
"sub-ER06RD28","Experimenter",1,4,1,2,3,4,3,5,2,4,4,5,4,4,4,1,5,4,6,7,7,"OLMK","Female"
"sub-ER06RD28","Participant",4,4,1,5,4,4,1,4,2,2,5,5,5,4,5,1,8,7,5,5,6,"OLMK","Female"
"sub-ER06RT09","Experimenter",1,5,1,5,3,4,1,5,1,3,4,5,5,4,4,1,5,6,6,6,6,"OSSM","Female"
"sub-ER06RT09","Participant",4,3,3,2,4,3,3,3,3,2,3,3,4,3,3,1,7,5,6,6,6,"OSSM","Female"
"sub-ER06US21","Participant",2,4,2,4,3,4,1,4,2,3,3,5,4,4,5,1,6,6,6,5,6,"MBSB","Female"
"sub-ER06US21","Experimenter",2,3,1,4,3,3,2,5,2,3,4,4,5,5,5,1,5,6,6,5,6,"MBSB","Female"
"sub-ER06US21X","Participant",4,5,1,5,3,4,1,4,4,3,2,5,4,3,5,1,8,9,5,6,6,"OSJZ","Female"
"sub-ER06US21X","Experimenter",3,3,1,5,3,4,1,5,1,3,5,5,5,5,5,1,7,6,6,4,6,"OSJZ","Female"
"sub-ER06US24","Experimenter",2,4,1,5,2,5,1,5,1,4,4,5,5,4,5,1,7,6,6,5,6,"OSNB","Male"
"sub-ER06US24","Participant",3,4,4,2,3,5,3,2,4,3,4,2,2,2,4,1,8,6,6,7,6,"OSNB","Male"
"sub-ER06WE18","Experimenter",1,4,1,5,3,4,1,5,1,3,4,5,5,4,5,1,5,6,6,5,6,"DDEL","Male"
"sub-ER06WE18","Participant",2,4,4,5,4,2,4,4,2,3,4,5,3,3,4,1,4,7,8,8,7,"DDEL","Male"
"sub-ER06WE24","Participant",5,3,2,4,3,2,4,4,3,3,3,4,4,3,4,1,7,7,6,7,6,"DDAX","Female"
"sub-ER06WE24","Experimenter",4,4,1,4,2,4,2,4,2,4,5,5,5,5,5,1,8,6,5,6,6,"DDAX","Female"
"sub-ER06WE26","Participant",2,2,3,4,5,4,4,4,2,1,3,4,4,3,4,1,6,6,7,6,6,"DDEL","Male"
"sub-ER06WE26","Experimenter",1,4,1,5,3,4,3,5,1,4,3,5,5,3,3,1,5,6,6,7,7,"DDEL","Male"
"sub-ER07AN28","Participant",2,4,4,3,3,4,2,4,3,4,1,4,4,4,4,1,6,6,8,6,7,"GILX","Male"
"sub-ER07AN28","Experimenter",2,4,2,4,3,3,3,4,1,3,4,4,3,3,4,1,5,5,6,7,6,"GILX","Male"
"sub-ER07AN30","Experimenter",1,5,1,5,3,4,1,5,1,4,3,5,5,4,4,2,5,6,6,6,7,"WBBL","Female"
"sub-ER07AN30","Participant",2,4,2,4,4,4,2,4,2,2,3,4,4,4,4,2,6,6,6,6,6,"WBBL","Female"
"sub-ER07AS07","Experimenter",1,1,2,3,3,4,4,3,2,2,4,4,4,5,3,4,5,5,5,5,5,"GILX","Male"
"sub-ER07AS07","Participant",2,4,2,5,2,5,2,4,2,4,4,5,4,5,5,4,7,7,6,6,6,"GILX","Male"
"sub-ER07AS24","Participant",2,4,3,3,3,4,2,3,3,3,3,4,3,3,4,4,6,6,6,6,6,"WBNB","Male"
"sub-ER07AS24","Experimenter",2,3,1,4,2,4,1,5,1,3,4,5,4,3,5,4,6,5,6,4,5,"WBNB","Male"
"sub-ER07DO18","Participant",4,4,2,2,2,4,2,4,4,3,5,4,4,2,4,1,8,6,6,6,5,"GILX","Male"
"sub-ER07DO18","Experimenter",4,3,1,2,3,2,3,5,4,4,3,3,4,4,4,1,6,6,6,6,7,"GILX","Male"
"sub-ER07ED13","Experimenter",3,4,2,4,3,5,2,4,1,3,4,4,4,4,3,1,8,5,6,6,6,"BNMR","Male"
"sub-ER07ED13","Participant",4,2,1,4,4,2,2,5,2,2,5,4,5,4,5,1,6,6,6,4,6,"BNMR","Male"
"sub-ER07EF15","Experimenter",2,4,1,5,3,4,1,5,1,3,4,5,5,4,5,1,6,6,6,5,6,"OSJZ","Female"
"sub-ER07EF15","Participant",1,4,2,4,3,4,1,4,2,3,2,4,4,5,4,1,5,6,6,5,6,"OSJZ","Female"
"sub-ER07EL10","Participant",2,3,1,4,2,4,1,5,2,3,4,5,5,4,4,1,6,6,6,4,5,"KOMB","Female"
"sub-ER07EL10","Experimenter",1,4,1,4,2,5,1,5,1,4,4,5,5,4,5,1,6,5,6,5,6,"KOMB","Female"
"sub-ER07EN04","Participant",5,2,2,3,4,1,3,4,4,2,2,2,3,2,3,1,6,7,6,5,6,"WBDX","Male"
"sub-ER07EN04","Experimenter",3,3,1,4,3,4,1,5,3,3,5,5,5,5,5,1,7,7,6,4,6,"WBDX","Male"
"sub-ER07ER07","Experimenter",2,3,1,4,3,4,1,5,3,3,4,5,5,3,5,1,6,7,6,4,6,"OSDM","Male"
"sub-ER07ER07","Participant",2,2,1,4,3,4,2,5,2,3,4,4,4,4,4,1,6,6,6,4,6,"OSDM","Male"
"sub-ER07ER23","Experimenter",2,4,1,5,1,5,1,5,1,4,4,5,5,5,5,3,7,6,6,5,5,"KOMB","Female"
"sub-ER07ER23","Participant",1,4,2,4,1,5,1,5,2,4,3,5,5,5,5,4,6,6,7,5,5,"KOMB","Female"
"sub-ER07ER24","Participant",2,3,1,2,3,3,1,5,3,3,4,5,4,3,5,1,5,5,6,4,6,"KORB","Female"
"sub-ER07ER24","Experimenter",1,5,1,4,2,5,2,5,2,4,4,5,5,5,5,1,6,6,6,7,6,"KORB","Female"
"sub-ER07ER30","Participant",2,4,2,5,1,4,2,3,3,4,3,5,4,3,4,3,6,8,5,6,5,"DDAX","Female"
"sub-ER07ER30","Experimenter",2,4,1,5,2,4,1,5,2,4,4,4,4,4,5,3,6,7,6,5,6,"DDAX","Female"
"sub-ER07IM06","Participant",4,4,2,5,4,3,2,4,2,3,4,4,4,2,5,3,7,7,6,6,7,"HWHG","Male"
"sub-ER07IM06","Experimenter",2,4,1,4,3,4,1,4,2,3,4,4,4,4,4,2,6,6,5,5,6,"HWHG","Male"
"sub-ER07LF01","Experimenter",2,4,2,4,2,4,2,4,2,4,4,5,5,4,5,1,6,6,6,6,6,"OSSM","Female"
"sub-ER07LF01","Participant",4,4,3,2,2,2,2,3,3,3,3,3,2,1,3,1,6,5,6,6,5,"OSSM","Female"
"sub-ER07ND08","Experimenter",2,4,1,5,3,4,1,5,1,3,4,5,5,4,4,1,6,6,6,5,6,"GISX","Female"
"sub-ER07ND08","Participant",2,2,3,2,4,5,3,4,2,3,2,3,3,4,2,1,7,4,7,5,7,"GISX","Female"
"sub-ER07ND12","Experimenter",2,4,1,4,3,5,1,4,1,3,3,5,4,4,4,1,7,5,5,5,6,"GICH","Female"
"sub-ER07ND12","Participant",5,1,1,4,5,2,1,4,2,2,1,5,5,4,5,1,7,6,5,2,7,"GICH","Female"
"sub-ER07NE14","Participant",2,3,1,4,2,4,2,4,2,3,4,4,4,4,4,1,6,6,5,5,5,"OSDM","Male"
"sub-ER07NE14","Experimenter",2,4,5,5,3,4,3,5,3,4,4,5,4,5,5,1,6,8,10,7,7,"OSDM","Male"
"sub-ER07NO23","Experimenter",4,3,3,3,4,3,4,3,4,3,4,4,4,4,4,3,7,7,6,7,7,"HWJM","Male"
"sub-ER07NO23","Participant",1,4,1,5,1,5,1,5,5,5,5,5,5,5,5,4,6,10,6,5,6,"HWJM","Male"
"sub-ER07NS10","Experimenter",2,4,2,4,3,2,2,3,3,3,4,4,4,2,4,1,4,7,5,6,6,"HWCS","Female"
"sub-ER07NS10","Participant",2,4,3,4,2,4,3,3,3,3,4,4,4,3,4,1,6,7,6,7,5,"HWCS","Female"
"sub-ER07NS11","Experimenter",3,4,2,5,3,4,1,5,2,3,3,5,5,4,5,1,7,7,7,5,6,"HWJM","Male"
"sub-ER07NS11","Participant",5,2,5,5,5,1,1,4,4,1,1,4,4,2,4,1,6,9,9,3,6,"HWJM","Male"
"sub-ER07NZ17","Participant",3,4,2,4,2,4,2,5,2,4,4,4,4,3,5,2,7,6,7,6,6,"BNCF","Female"
"sub-ER07NZ17","Experimenter",3,4,1,4,3,4,1,4,2,3,4,5,5,3,5,2,7,6,5,5,6,"BNCF","Female"
"sub-ER07PH12","Experimenter",1,5,1,4,1,5,2,5,2,4,4,5,5,5,5,4,6,6,6,7,5,"WBBL","Female"
"sub-ER07PH12","Participant",3,4,2,4,2,4,2,4,2,4,3,5,4,4,4,4,7,6,6,6,6,"WBBL","Female"
"sub-ER07RC18","Experimenter",2,3,2,4,3,4,2,4,2,3,4,4,4,3,4,2,6,6,6,5,6,"BNJG","Female"
"sub-ER07RC18","Participant",5,4,1,5,4,1,1,4,2,2,4,5,4,3,5,1,6,7,5,5,6,"BNJG","Female"
"sub-ER07RE13","Experimenter",1,3,1,4,3,1,1,4,1,3,4,5,4,3,4,1,2,5,5,4,6,"KOMB","Female"
"sub-ER07RE13","Participant",4,3,3,4,3,2,1,4,2,3,4,5,3,2,4,1,6,6,7,4,6,"KOMB","Female"
"sub-ER07RL02","Participant",4,4,3,5,3,2,2,3,2,3,3,4,3,3,4,1,6,7,6,6,6,"GILX","Male"
"sub-ER07RL02","Experimenter",4,3,2,4,3,3,1,4,3,3,2,4,4,3,4,1,7,7,6,4,6,"GILX","Male"
"sub-ER07RT10","Participant",2,3,2,5,1,4,2,4,1,5,3,5,4,4,4,1,6,6,6,5,6,"MBLL","Male"
"sub-ER07RT10","Experimenter",3,3,1,5,3,3,1,5,2,3,5,5,5,5,5,1,6,7,6,4,6,"MBLL","Male"
"sub-ER07RT14","Participant",4,3,1,4,1,4,2,4,3,4,4,5,5,3,4,1,8,7,5,5,5,"DDAX","Female"
"sub-ER07RT14","Experimenter",2,4,1,4,3,4,1,4,2,3,3,5,5,3,5,1,6,6,5,5,6,"DDAX","Female"
"sub-ER07UA25","Experimenter",3,4,2,4,2,4,2,4,2,4,4,5,5,4,5,1,7,6,6,6,6,"HRLO","Female"
"sub-ER07UA25","Participant",4,2,2,4,2,4,3,4,3,3,4,5,5,4,4,1,8,7,6,5,5,"HRLO","Female"
"sub-ER07US19","Experimenter",3,4,4,4,4,4,2,2,2,3,4,5,4,3,4,1,7,6,6,6,7,"DDEL","Male"
"sub-ER07US19","Participant",4,2,1,5,2,2,4,5,2,2,2,4,4,2,4,2,6,7,6,6,4,"DDEL","Male"
"sub-ER08AH23","Participant",2,4,3,3,1,4,2,3,3,4,3,5,4,4,4,1,6,6,6,6,5,"OLRX","Male"
"sub-ER08AH23","Experimenter",3,4,2,4,3,4,2,4,4,3,3,4,4,3,4,1,7,8,6,6,6,"OLRX","Male"
"sub-ER08AS05","Participant",1,1,3,2,4,3,4,3,2,2,2,1,2,5,1,1,4,4,6,5,6,"MBLL","Male"
"sub-ER08AS05","Experimenter",4,3,2,3,4,2,1,4,3,2,3,4,4,2,4,1,6,6,6,4,6,"MBLL","Male"
"sub-ER08AS28","Experimenter",1,4,1,4,2,5,1,4,1,3,5,5,5,5,5,1,6,5,5,5,5,"HRLO","Female"
