Trial,Congruency,ACC,RT,Subject,Lab,Experimenter,N2_FZ,P3_PZ,FMT_FZ
511,1,1,0.22113,sub-AM04EN20,Wï¿½rzburg,WBDM,-58.4005,-15.0895,-5.6354
512,0.66,1,0.21198,sub-AM04EN20,Wï¿½rzburg,WBDM,78.2469,95.0111,-6.3377
513,1,1,0.17157,sub-AM04EN20,Wï¿½rzburg,WBDM,107.1627,239.4291,4.6889
514,1,1,0.25196,sub-AM04EN20,Wï¿½rzburg,WBDM,74.1407,116.0611,-1.8261
515,1,1,0.14416,sub-AM04EN20,Wï¿½rzburg,WBDM,82.0136,229.8347,-1.3915
516,1,1,0.22659,sub-AM04EN20,Wï¿½rzburg,WBDM,201.8851,283.0436,-4.9923
518,1,1,0.21817,sub-AM04EN20,Wï¿½rzburg,WBDM,12.4151,94.9725,-2.7646
520,1,1,0.22618,sub-AM04EN20,Wï¿½rzburg,WBDM,115.6766,128.3813,-2.6967
522,0.33,1,0.19473,sub-AM04EN20,Wï¿½rzburg,WBDM,112.5431,147.0373,-4.0783
523,0.33,1,0.11,sub-AM04EN20,Wï¿½rzburg,WBDM,-91.0585,23.7109,0.33925
524,0,1,0.12,sub-AM04EN20,Wï¿½rzburg,WBDM,-31.8567,148.3903,4.905
525,0.66,1,0.16742,sub-AM04EN20,Wï¿½rzburg,WBDM,-15.6847,-13.899,4.7257
526,1,1,0.096055,sub-AM04EN20,Wï¿½rzburg,WBDM,405.9582,312.6264,-2.6407
527,0,1,0.11717,sub-AM04EN20,Wï¿½rzburg,WBDM,-176.7314,36.3198,-2.7277
528,1,1,0.1199,sub-AM04EN20,Wï¿½rzburg,WBDM,119.5274,-6.8943,8.3128
531,0.66,1,0.20939,sub-AM04EN20,Wï¿½rzburg,WBDM,499.1947,476.5745,0.8769
532,1,1,0.16938,sub-AM04EN20,Wï¿½rzburg,WBDM,310.7136,223.6481,-1.189
533,1,1,0.11865,sub-AM04EN20,Wï¿½rzburg,WBDM,-145.7015,41.4697,-4.0479
534,1,1,0.10425,sub-AM04EN20,Wï¿½rzburg,WBDM,-88.3697,133.0825,7.0193
535,0.33,1,0.25099,sub-AM04EN20,Wï¿½rzburg,WBDM,-114.4676,-44.0409,0.94761
538,0.33,1,0.22108,sub-AM04EN20,Wï¿½rzburg,WBDM,70.0943,214.4494,-4.3148
540,1,1,0.18195,sub-AM04EN20,Wï¿½rzburg,WBDM,77.9133,45.4617,2.5685
541,1,1,0.15637,sub-AM04EN20,Wï¿½rzburg,WBDM,23.2568,179.9451,-6.2818
544,0.33,1,0.18575,sub-AM04EN20,Wï¿½rzburg,WBDM,55.3563,223.4975,4.1702
548,1,1,0.22487,sub-AM04EN20,Wï¿½rzburg,WBDM,-331.9659,-300.905,7.5299
549,1,1,0.18755,sub-AM04EN20,Wï¿½rzburg,WBDM,325.8295,204.7502,-0.43547
550,0.66,1,0.0079059,sub-AM04EN20,Wï¿½rzburg,WBDM,140.0176,120.0484,9.1596
551,1,1,0.29162,sub-AM04EN20,Wï¿½rzburg,WBDM,137.1543,85.5658,4.8319
552,0.66,1,0.19682,sub-AM04EN20,Wï¿½rzburg,WBDM,359.8359,271.3748,-2.7209
554,0.66,1,0.11051,sub-AM04EN20,Wï¿½rzburg,WBDM,-97.7404,-109.5976,0.24761
555,1,1,0.12926,sub-AM04EN20,Wï¿½rzburg,WBDM,-64.5937,-23.7996,2.9942
558,1,1,0.1127,sub-AM04EN20,Wï¿½rzburg,WBDM,109.7399,149.7775,-10.593
559,0,1,0.09943,sub-AM04EN20,Wï¿½rzburg,WBDM,-123.0097,-195.7218,9.4509
561,1,1,0.20664,sub-AM04EN20,Wï¿½rzburg,WBDM,172.6231,198.329,-5.9197
564,0.66,1,0.2243,sub-AM04EN20,Wï¿½rzburg,WBDM,81.2131,138.5092,-5.2473
567,1,1,0.12976,sub-AM04EN20,Wï¿½rzburg,WBDM,112.2285,100.6511,0.48348
569,1,1,0.16649,sub-AM04EN20,Wï¿½rzburg,WBDM,-25.5825,-54.1384,-4.1266
571,0.33,1,0.40802,sub-AM04EN20,Wï¿½rzburg,WBDM,-415.6837,-105.5354,-5.0574
572,1,1,0.20456,sub-AM04EN20,Wï¿½rzburg,WBDM,302.6035,415.3824,-2.3109
575,1,1,0.25107,sub-AM04EN20,Wï¿½rzburg,WBDM,163.6697,36.9101,-0.78998
1,1,1,0.43556,sub-AN03EU29,Hamburg_Riesel,HRBL,-13.159,7.7511,-0.18084
2,1,1,0.25821,sub-AN03EU29,Hamburg_Riesel,HRBL,66.0076,39.5291,11.5647
3,0.66,1,0.26036,sub-AN03EU29,Hamburg_Riesel,HRBL,21.6423,-0.058307,2.6145
4,1,1,0.30717,sub-AN03EU29,Hamburg_Riesel,HRBL,-14.7031,29.5208,-2.9831
5,1,1,0.29183,sub-AN03EU29,Hamburg_Riesel,HRBL,6.4247,-7.2703,2.4173
6,0.33,1,0.32016,sub-AN03EU29,Hamburg_Riesel,HRBL,-6.2738,14.1576,1.4384
7,0.33,1,0.24606,sub-AN03EU29,Hamburg_Riesel,HRBL,32.5274,13.4836,4.1836
8,0,1,0.41919,sub-AN03EU29,Hamburg_Riesel,HRBL,-39.5629,15.736,4.7331
9,1,1,0.30781,sub-AN03EU29,Hamburg_Riesel,HRBL,-24.0766,12.0745,3.1367
10,1,1,0.374,sub-AN03EU29,Hamburg_Riesel,HRBL,-15.4748,22.8272,-2.4221
11,1,1,0.30676,sub-AN03EU29,Hamburg_Riesel,HRBL,26.9491,14.2189,3.8995
12,0.33,1,0.46445,sub-AN03EU29,Hamburg_Riesel,HRBL,8.4713,2.9481,6.857
13,0.66,1,0.42497,sub-AN03EU29,Hamburg_Riesel,HRBL,12.628,8.4328,-4.8335
14,0.33,1,0.33531,sub-AN03EU29,Hamburg_Riesel,HRBL,23.9833,-10.437,1.1427
16,1,1,0.32044,sub-AN03EU29,Hamburg_Riesel,HRBL,-2.3786,-21.3977,-2.3453
17,0.66,1,0.2989,sub-AN03EU29,Hamburg_Riesel,HRBL,21.154,11.8136,0.21875
18,1,1,0.27039,sub-AN03EU29,Hamburg_Riesel,HRBL,-33.7319,-29.4772,3.1907
19,0,1,0.44955,sub-AN03EU29,Hamburg_Riesel,HRBL,-24.8335,-0.21355,-0.43004
21,1,1,0.33327,sub-AN03EU29,Hamburg_Riesel,HRBL,-14.8821,1.9935,2.8495
22,1,1,0.32266,sub-AN03EU29,Hamburg_Riesel,HRBL,-21.4915,-12.9391,5.8199
23,1,1,0.3065,sub-AN03EU29,Hamburg_Riesel,HRBL,0.52373,-0.54037,0.85854
24,0.66,1,0.30267,sub-AN03EU29,Hamburg_Riesel,HRBL,10.687,11.1229,1.1127
25,1,1,0.23856,sub-AN03EU29,Hamburg_Riesel,HRBL,-0.20463,-1.164,5.385
26,0.66,1,0.27531,sub-AN03EU29,Hamburg_Riesel,HRBL,-12.9071,18.5867,-4.0287
27,1,1,0.21535,sub-AN03EU29,Hamburg_Riesel,HRBL,28.9143,15.4242,5.5299
28,0,1,0.39636,sub-AN03EU29,Hamburg_Riesel,HRBL,2.3376,4.0425,1.3003
29,1,1,0.32714,sub-AN03EU29,Hamburg_Riesel,HRBL,13.0319,7.6218,1.3583
30,1,1,0.24113,sub-AN03EU29,Hamburg_Riesel,HRBL,-31.5359,12.9697,-5.1639
32,1,1,0.32254,sub-AN03EU29,Hamburg_Riesel,HRBL,3.5345,11.1703,-3.508
33,1,1,0.31128,sub-AN03EU29,Hamburg_Riesel,HRBL,27.6465,5.1563,-1.5124
34,1,1,0.26364,sub-AN03EU29,Hamburg_Riesel,HRBL,-16.5856,-26.405,1.3773
35,0.66,1,0.30625,sub-AN03EU29,Hamburg_Riesel,HRBL,-34.8348,10.4167,-0.47012
37,0.33,1,0.38381,sub-AN03EU29,Hamburg_Riesel,HRBL,-12.7488,6.674,0.62215
38,0.33,1,0.43386,sub-AN03EU29,Hamburg_Riesel,HRBL,-35.5306,-0.56022,-1.5843
39,0.66,1,0.30579,sub-AN03EU29,Hamburg_Riesel,HRBL,20.6719,-21.0917,0.45369
41,1,1,0.39435,sub-AN03EU29,Hamburg_Riesel,HRBL,-23.6815,-30.5732,-0.69654
42,0.66,1,0.30523,sub-AN03EU29,Hamburg_Riesel,HRBL,-43.1516,-0.75656,-0.49001
43,0.33,1,0.33811,sub-AN03EU29,Hamburg_Riesel,HRBL,61.3485,-27.6903,-6.4438
44,0,1,0.33202,sub-AN03EU29,Hamburg_Riesel,HRBL,-23.2883,15.5344,0.56502
45,1,1,0.3169,sub-AN03EU29,Hamburg_Riesel,HRBL,-2.6267,-0.28536,-9.7386
46,0.33,1,0.30255,sub-AN03EU29,Hamburg_Riesel,HRBL,2.5557,-11.9294,6.0236
48,1,1,0.39686,sub-AN03EU29,Hamburg_Riesel,HRBL,-0.09825,-13.8686,2.4958
49,0.33,1,0.30867,sub-AN03EU29,Hamburg_Riesel,HRBL,17.7477,-16.018,-6.3428
51,1,1,0.25324,sub-AN03EU29,Hamburg_Riesel,HRBL,-29.6464,-28.021,-2.5598
52,1,1,0.42587,sub-AN03EU29,Hamburg_Riesel,HRBL,-0.51327,2.2607,-0.86671
53,0.66,1,0.37945,sub-AN03EU29,Hamburg_Riesel,HRBL,-0.53739,-12.3489,2.6895
54,0.33,1,0.30057,sub-AN03EU29,Hamburg_Riesel,HRBL,2.9165,-35.3873,-3.266
56,0.66,1,0.23581,sub-AN03EU29,Hamburg_Riesel,HRBL,-52.236,-16.9093,-10.3996
57,1,1,0.24813,sub-AN03EU29,Hamburg_Riesel,HRBL,0.38117,-20.1508,-4.416
58,0.33,1,0.40142,sub-AN03EU29,Hamburg_Riesel,HRBL,-4.6206,-10.2968,-8.1523
59,1,1,0.34238,sub-AN03EU29,Hamburg_Riesel,HRBL,-11.2498,-11.7691,-3.6236
60,1,1,0.26708,sub-AN03EU29,Hamburg_Riesel,HRBL,-24.4862,16.5333,-2.8565
61,0,1,0.39667,sub-AN03EU29,Hamburg_Riesel,HRBL,12.9553,-5.7141,-0.82436
62,1,1,0.31841,sub-AN03EU29,Hamburg_Riesel,HRBL,16.8094,8.7168,5.1558
63,1,1,0.22989,sub-AN03EU29,Hamburg_Riesel,HRBL,-14.56,-19.9866,2.848
64,0.33,1,0.16711,sub-AN03EU29,Hamburg_Riesel,HRBL,-28.8841,-18.6526,-0.8675
65,1,1,0.26709,sub-AN03EU29,Hamburg_Riesel,HRBL,-21.1153,9.1115,1.1002
66,0.33,1,0.34857,sub-AN03EU29,Hamburg_Riesel,HRBL,-76.4361,5.7716,-0.47663
67,0.33,1,0.49706,sub-AN03EU29,Hamburg_Riesel,HRBL,8.6174,3.6031,4.9283
68,0.33,1,0.47856,sub-AN03EU29,Hamburg_Riesel,HRBL,-11.7143,-21.6533,5.5529
69,1,1,0.32448,sub-AN03EU29,Hamburg_Riesel,HRBL,5.2525,-5.492,4.9354
70,1,1,0.30959,sub-AN03EU29,Hamburg_Riesel,HRBL,1.4383,39.7696,-9.0472
71,1,1,0.36077,sub-AN03EU29,Hamburg_Riesel,HRBL,32.8765,-4.6351,-0.62619
72,1,1,0.28722,sub-AN03EU29,Hamburg_Riesel,HRBL,4.3696,-38.6352,-3.1738
74,1,1,0.30933,sub-AN03EU29,Hamburg_Riesel,HRBL,-22.6515,-12.047,-3.806
75,0.66,1,0.25603,sub-AN03EU29,Hamburg_Riesel,HRBL,-21.8605,1.8569,5.4634
76,1,1,0.32597,sub-AN03EU29,Hamburg_Riesel,HRBL,23.3633,7.8755,-5.5512
77,0.33,1,0.21572,sub-AN03EU29,Hamburg_Riesel,HRBL,-56.7021,6.7334,0.4008
78,1,1,0.24921,sub-AN03EU29,Hamburg_Riesel,HRBL,-13.1656,4.9767,7.6382
79,1,1,0.2563,sub-AN03EU29,Hamburg_Riesel,HRBL,-34.2711,23.2883,-1.6061
80,1,1,0.26721,sub-AN03EU29,Hamburg_Riesel,HRBL,6.1145,30.3922,2.7887
81,1,1,0.37972,sub-AN03EU29,Hamburg_Riesel,HRBL,35.549,-6.8058,4.0974
82,0.33,1,0.271,sub-AN03EU29,Hamburg_Riesel,HRBL,-2.7231,-9.732,-4.392
83,0.33,1,0.31779,sub-AN03EU29,Hamburg_Riesel,HRBL,-25.2827,8.7018,4.9284
84,0,1,0.36293,sub-AN03EU29,Hamburg_Riesel,HRBL,7.6658,-13.093,-9.6625
85,1,1,0.28017,sub-AN03EU29,Hamburg_Riesel,HRBL,-14.1291,-3.2274,-6.9822
86,1,1,0.31302,sub-AN03EU29,Hamburg_Riesel,HRBL,6.4309,-3.2157,1.2196
87,0.33,1,0.28851,sub-AN03EU29,Hamburg_Riesel,HRBL,-33.4398,6.42,13.0305
88,0.66,1,0.2723,sub-AN03EU29,Hamburg_Riesel,HRBL,-40.9978,16.7285,-0.22904
89,0.66,1,0.27562,sub-AN03EU29,Hamburg_Riesel,HRBL,10.7839,6.2695,-1.6927
90,0,1,0.41245,sub-AN03EU29,Hamburg_Riesel,HRBL,4.1727,-6.1833,2.9067
91,0.66,1,0.29394,sub-AN03EU29,Hamburg_Riesel,HRBL,-30.0953,-8.4541,-3.3402
92,1,1,0.27762,sub-AN03EU29,Hamburg_Riesel,HRBL,-34.7678,20.4267,-10.1249
93,0.66,1,0.35442,sub-AN03EU29,Hamburg_Riesel,HRBL,-37.7976,-18.1838,-5.7497
96,0,1,0.65262,sub-AN03EU29,Hamburg_Riesel,HRBL,-25.7677,-36.5765,-3.4226
97,1,1,0.29938,sub-AN03EU29,Hamburg_Riesel,HRBL,-32.9171,5.1246,-5.9498
98,0.66,1,0.27379,sub-AN03EU29,Hamburg_Riesel,HRBL,-45.5515,-64.8403,2.8367
99,1,1,0.28206,sub-AN03EU29,Hamburg_Riesel,HRBL,-9.0286,-12.0553,8.4819
100,1,1,0.29071,sub-AN03EU29,Hamburg_Riesel,HRBL,24.3241,-0.4419,-4.9809
101,1,1,0.19465,sub-AN03EU29,Hamburg_Riesel,HRBL,0.042046,17.5975,0.71695
102,0.33,1,0.27187,sub-AN03EU29,Hamburg_Riesel,HRBL,4.9639,-8.3507,-4.8934
103,1,1,0.2285,sub-AN03EU29,Hamburg_Riesel,HRBL,-19.4479,23.9381,-3.9687
104,0.66,1,0.24108,sub-AN03EU29,Hamburg_Riesel,HRBL,-14.3009,5.4137,-5.5553
105,1,1,0.2599,sub-AN03EU29,Hamburg_Riesel,HRBL,66.3804,3.7334,1.0063
106,0.33,1,0.28649,sub-AN03EU29,Hamburg_Riesel,HRBL,15.8759,-2.1813,0.62022
107,1,1,0.24752,sub-AN03EU29,Hamburg_Riesel,HRBL,-19.4056,7.8105,-4.7214
108,1,1,0.25355,sub-AN03EU29,Hamburg_Riesel,HRBL,-27.4931,-36.2216,-4.6474
111,0,1,0.37558,sub-AN03EU29,Hamburg_Riesel,HRBL,34.9898,0.96021,3.4212
112,1,1,0.29123,sub-AN03EU29,Hamburg_Riesel,HRBL,-0.016669,41.7625,1.9835
113,1,1,0.28151,sub-AN03EU29,Hamburg_Riesel,HRBL,-37.4517,-9.997,-6.9332
114,1,1,0.27804,sub-AN03EU29,Hamburg_Riesel,HRBL,-15.1437,-13.1719,1.5948
115,1,1,0.29526,sub-AN03EU29,Hamburg_Riesel,HRBL,-11.9748,-1.8056,2.2756
116,1,1,0.29623,sub-AN03EU29,Hamburg_Riesel,HRBL,-28.1067,-30.3824,-6.1693
117,1,1,0.25657,sub-AN03EU29,Hamburg_Riesel,HRBL,15.3526,-31.1887,0.44594
118,1,1,0.27968,sub-AN03EU29,Hamburg_Riesel,HRBL,-10.8309,-44.3745,0.72519
119,0.66,1,0.24209,sub-AN03EU29,Hamburg_Riesel,HRBL,-9.8035,-0.2355,3.4303
120,0.33,1,0.38123,sub-AN03EU29,Hamburg_Riesel,HRBL,-36.2391,-1.7098,13.1502
121,0.33,1,0.21123,sub-AN03EU29,Hamburg_Riesel,HRBL,17.8984,27.0441,3.9327
122,0.66,1,0.21344,sub-AN03EU29,Hamburg_Riesel,HRBL,34.1271,-40.5211,1.5988
124,0.66,1,0.28223,sub-AN03EU29,Hamburg_Riesel,HRBL,16.7131,30.971,7.4702
125,0.66,1,0.30513,sub-AN03EU29,Hamburg_Riesel,HRBL,47.6969,-1.4496,-2.9749
127,1,1,0.32369,sub-AN03EU29,Hamburg_Riesel,HRBL,-42.3242,9.8479,-9.928
128,0.33,1,0.36469,sub-AN03EU29,Hamburg_Riesel,HRBL,50.7897,10.4797,10.4165
129,0.66,1,0.27,sub-AN03EU29,Hamburg_Riesel,HRBL,-46.8069,-19.8473,-4.7264
130,0.66,1,0.28553,sub-AN03EU29,Hamburg_Riesel,HRBL,19.4541,8.6163,3.1647
131,0.66,1,0.28012,sub-AN03EU29,Hamburg_Riesel,HRBL,-6.6538,-3.5407,2.6509
132,0.66,1,0.31675,sub-AN03EU29,Hamburg_Riesel,HRBL,-21.3607,-25.1906,0.37744
133,0.33,1,0.29057,sub-AN03EU29,Hamburg_Riesel,HRBL,10.4891,-10.6548,7.051
134,1,1,0.36907,sub-AN03EU29,Hamburg_Riesel,HRBL,-39.5051,-2.6028,-3.0714
135,1,1,0.24428,sub-AN03EU29,Hamburg_Riesel,HRBL,-15.2493,-3.8464,-0.84004
136,1,1,0.24034,sub-AN03EU29,Hamburg_Riesel,HRBL,45.6294,4.0025,2.9396
137,1,1,0.32608,sub-AN03EU29,Hamburg_Riesel,HRBL,-56.1439,-15.7056,3.3414
138,1,1,0.34543,sub-AN03EU29,Hamburg_Riesel,HRBL,18.18,-18.2841,-4.8302
139,1,1,0.3263,sub-AN03EU29,Hamburg_Riesel,HRBL,-18.4576,0.32929,-0.42026
140,1,1,0.2774,sub-AN03EU29,Hamburg_Riesel,HRBL,-19.3425,29.0898,0.36942
141,0.33,1,0.35057,sub-AN03EU29,Hamburg_Riesel,HRBL,29.3794,-1.9244,-0.38688
142,1,1,0.23583,sub-AN03EU29,Hamburg_Riesel,HRBL,-33.6224,4.3929,4.3596
143,0.33,1,0.29447,sub-AN03EU29,Hamburg_Riesel,HRBL,10.1226,30.4044,5.4218
144,0.66,1,0.25432,sub-AN03EU29,Hamburg_Riesel,HRBL,-42.4924,-23.2102,3.3064
145,1,1,0.2137,sub-AN03EU29,Hamburg_Riesel,HRBL,5.6451,-0.91599,-4.5424
147,1,1,0.30058,sub-AN03EU29,Hamburg_Riesel,HRBL,-6.9416,-1.6944,3.8163
148,0.33,1,0.24884,sub-AN03EU29,Hamburg_Riesel,HRBL,-60.4744,5.7432,0.33567
149,1,1,0.3724,sub-AN03EU29,Hamburg_Riesel,HRBL,-2.14,-7.6219,2.4332
150,1,1,0.36661,sub-AN03EU29,Hamburg_Riesel,HRBL,-27.5718,-23.6491,-2.4078
151,1,1,0.33915,sub-AN03EU29,Hamburg_Riesel,HRBL,4.1408,16.6371,4.3146
152,1,1,0.30919,sub-AN03EU29,Hamburg_Riesel,HRBL,-36.8328,-12.5255,-5.1573
153,1,1,0.30965,sub-AN03EU29,Hamburg_Riesel,HRBL,-27.8997,-17.4634,-0.50169
154,0,1,0.45549,sub-AN03EU29,Hamburg_Riesel,HRBL,-0.7421,-21.455,3.3983
155,1,1,0.32773,sub-AN03EU29,Hamburg_Riesel,HRBL,6.6934,-13.4504,5.0645
156,0.66,1,0.37656,sub-AN03EU29,Hamburg_Riesel,HRBL,-32.3074,-12.1989,1.1049
158,1,1,0.31026,sub-AN03EU29,Hamburg_Riesel,HRBL,9.4671,12.5678,11.3399
159,1,1,0.34957,sub-AN03EU29,Hamburg_Riesel,HRBL,19.015,4.3969,3.4667
160,1,1,0.32508,sub-AN03EU29,Hamburg_Riesel,HRBL,1.7851,-14.2039,-2.8244
161,0.66,1,0.40555,sub-AN03EU29,Hamburg_Riesel,HRBL,-57.0135,-40.3671,2.196
162,1,1,0.31111,sub-AN03EU29,Hamburg_Riesel,HRBL,-13.4971,11.8912,-4.4789
163,0.33,1,0.39811,sub-AN03EU29,Hamburg_Riesel,HRBL,-5.9081,-15.3374,3.8531
164,1,1,0.3434,sub-AN03EU29,Hamburg_Riesel,HRBL,24.2153,2.2953,8.0818
165,0,1,0.48873,sub-AN03EU29,Hamburg_Riesel,HRBL,-1.9528,-15.9571,-2.3623
166,0,1,0.42416,sub-AN03EU29,Hamburg_Riesel,HRBL,-46.9135,9.555,-1.5385
167,0,1,0.38321,sub-AN03EU29,Hamburg_Riesel,HRBL,-8.4002,-19.3033,1.9788
168,1,1,0.35356,sub-AN03EU29,Hamburg_Riesel,HRBL,9.168,-44.5312,1.3936
169,0.66,1,0.37439,sub-AN03EU29,Hamburg_Riesel,HRBL,-19.6072,-7.3734,4.407
170,0.66,1,0.28931,sub-AN03EU29,Hamburg_Riesel,HRBL,19.6342,-8.656,0.71041
171,1,1,0.32389,sub-AN03EU29,Hamburg_Riesel,HRBL,-68.841,34.4694,-0.0047366
172,0.33,1,0.31892,sub-AN03EU29,Hamburg_Riesel,HRBL,32.569,18.2801,-0.32702
173,1,1,0.2459,sub-AN03EU29,Hamburg_Riesel,HRBL,19.847,-21.8106,1.6367
174,0.66,1,0.30933,sub-AN03EU29,Hamburg_Riesel,HRBL,-53.4308,3.0277,-1.0807
175,0.66,1,0.38262,sub-AN03EU29,Hamburg_Riesel,HRBL,-2.2975,4.1155,0.66039
176,1,1,0.31715,sub-AN03EU29,Hamburg_Riesel,HRBL,-23.6805,-14.606,-6.8807
177,1,1,0.30871,sub-AN03EU29,Hamburg_Riesel,HRBL,-15.2566,-7.1117,9.9115
178,1,1,0.26713,sub-AN03EU29,Hamburg_Riesel,HRBL,-21.4126,-24.9128,-5.0843
180,1,1,0.31998,sub-AN03EU29,Hamburg_Riesel,HRBL,1.5193,8.2079,2.3858
181,1,1,0.30282,sub-AN03EU29,Hamburg_Riesel,HRBL,-4.4458,-28.6294,1.7462
182,0.33,1,0.38253,sub-AN03EU29,Hamburg_Riesel,HRBL,8.0847,11.3587,2.6537
185,1,1,0.30944,sub-AN03EU29,Hamburg_Riesel,HRBL,22.0602,0.61756,-3.3061
186,1,1,0.33376,sub-AN03EU29,Hamburg_Riesel,HRBL,7.8467,-3.8736,2.8282
188,0,1,0.36408,sub-AN03EU29,Hamburg_Riesel,HRBL,41.2727,-5.4358,6.9455
189,1,1,0.37172,sub-AN03EU29,Hamburg_Riesel,HRBL,24.4251,-2.1096,8.4326
190,0,1,0.48153,sub-AN03EU29,Hamburg_Riesel,HRBL,-18.4564,-10.984,1.6351
193,0.33,1,0.27339,sub-AN03EU29,Hamburg_Riesel,HRBL,-12.2991,3.6713,-2.6209
194,1,1,0.21297,sub-AN03EU29,Hamburg_Riesel,HRBL,-6.2158,-28.1971,2.9544
196,0.66,1,0.32561,sub-AN03EU29,Hamburg_Riesel,HRBL,-35.5652,-18.2814,-10.3061
197,0.66,1,0.36114,sub-AN03EU29,Hamburg_Riesel,HRBL,-29.1358,-9.8494,8.2647
198,1,1,0.29567,sub-AN03EU29,Hamburg_Riesel,HRBL,-41.7764,4.3237,1.1924
199,0,1,0.45355,sub-AN03EU29,Hamburg_Riesel,HRBL,17.5234,-9.0368,2.2805
200,1,1,0.2558,sub-AN03EU29,Hamburg_Riesel,HRBL,-4.7566,18.4374,4.5515
201,1,1,0.4172,sub-AN03EU29,Hamburg_Riesel,HRBL,34.6063,4.4308,-3.3927
202,1,1,0.33355,sub-AN03EU29,Hamburg_Riesel,HRBL,7.4529,0.99155,2.7717
203,0.33,1,0.35536,sub-AN03EU29,Hamburg_Riesel,HRBL,-40.999,-34.422,-2.2959
204,0.33,1,0.3087,sub-AN03EU29,Hamburg_Riesel,HRBL,-24.5054,-7.5454,-1.3194
205,0.66,1,0.38079,sub-AN03EU29,Hamburg_Riesel,HRBL,7.0712,-6.3096,9.1397
206,1,1,0.3105,sub-AN03EU29,Hamburg_Riesel,HRBL,-18.8563,-17.752,8.5469
208,0.33,1,0.39851,sub-AN03EU29,Hamburg_Riesel,HRBL,-0.09944,-6.604,-0.087336
209,0.66,1,0.35784,sub-AN03EU29,Hamburg_Riesel,HRBL,45.8822,13.8422,11.4168
210,1,1,0.29948,sub-AN03EU29,Hamburg_Riesel,HRBL,-20.1468,1.3938,0.58384
211,1,1,0.2523,sub-AN03EU29,Hamburg_Riesel,HRBL,6.0405,10.8708,-9.1268
212,0,1,0.35865,sub-AN03EU29,Hamburg_Riesel,HRBL,-79.8606,-12.0459,0.52772
213,1,1,0.34934,sub-AN03EU29,Hamburg_Riesel,HRBL,-9.0684,-4.5961,-2.0549
214,1,1,0.38958,sub-AN03EU29,Hamburg_Riesel,HRBL,-1.4939,-0.66135,2.4277
215,0.66,1,0.40473,sub-AN03EU29,Hamburg_Riesel,HRBL,-13.9298,-10.6428,-7.9203
216,0,1,0.46022,sub-AN03EU29,Hamburg_Riesel,HRBL,-15.7427,-8.6931,8.2141
218,1,1,0.26514,sub-AN03EU29,Hamburg_Riesel,HRBL,13.6582,7.0416,8.7567
219,1,1,0.32318,sub-AN03EU29,Hamburg_Riesel,HRBL,-41.4457,-5.5405,-2.3448
221,1,1,0.35616,sub-AN03EU29,Hamburg_Riesel,HRBL,-26.8426,-10.2149,7.7143
222,1,1,0.3637,sub-AN03EU29,Hamburg_Riesel,HRBL,-0.9159,1.972,-6.7993
224,0.66,1,0.43949,sub-AN03EU29,Hamburg_Riesel,HRBL,-10.417,-4.6903,5.4638
225,1,1,0.3743,sub-AN03EU29,Hamburg_Riesel,HRBL,45.193,4.5622,-4.5353
226,1,1,0.30622,sub-AN03EU29,Hamburg_Riesel,HRBL,-0.64468,13.0313,-1.175
227,1,1,0.27614,sub-AN03EU29,Hamburg_Riesel,HRBL,38.808,30.9945,10.7778
228,0.66,1,0.25146,sub-AN03EU29,Hamburg_Riesel,HRBL,3.3622,8.0844,7.7158
230,0,1,0.44825,sub-AN03EU29,Hamburg_Riesel,HRBL,-6.3657,-18.0902,-3.8421
231,0.66,1,0.43458,sub-AN03EU29,Hamburg_Riesel,HRBL,56.801,-34.1838,1.8147
232,0.66,1,0.3936,sub-AN03EU29,Hamburg_Riesel,HRBL,-28.2091,18.8493,-4.5964
233,0,1,0.50281,sub-AN03EU29,Hamburg_Riesel,HRBL,9.7069,-3.7185,-0.99571
234,0.33,1,0.53708,sub-AN03EU29,Hamburg_Riesel,HRBL,6.8753,-12.1517,2.0402
236,0.33,1,0.49717,sub-AN03EU29,Hamburg_Riesel,HRBL,-8.7026,-30.6936,-0.57963
237,1,1,0.40439,sub-AN03EU29,Hamburg_Riesel,HRBL,27.5414,-37.3086,-0.46038
238,1,1,0.32952,sub-AN03EU29,Hamburg_Riesel,HRBL,-7.3886,4.0077,-6.8075
239,0.33,1,0.35094,sub-AN03EU29,Hamburg_Riesel,HRBL,-13.0779,-14.3827,1.8459
240,0.33,1,0.39507,sub-AN03EU29,Hamburg_Riesel,HRBL,-8.7848,-11.681,-2.4069
241,1,1,0.34137,sub-AN03EU29,Hamburg_Riesel,HRBL,44.9216,0.84067,-1.4507
242,1,1,0.26591,sub-AN03EU29,Hamburg_Riesel,HRBL,-18.9637,9.7991,-0.61455
243,0.33,1,0.28369,sub-AN03EU29,Hamburg_Riesel,HRBL,-23.5044,-0.98671,-3.6664
244,0,1,0.43374,sub-AN03EU29,Hamburg_Riesel,HRBL,-28.2895,4.8955,15.0843
245,1,1,0.33719,sub-AN03EU29,Hamburg_Riesel,HRBL,6.3604,11.5082,0.24399
246,1,1,0.28153,sub-AN03EU29,Hamburg_Riesel,HRBL,-7.3573,36.6187,4.9602
247,1,1,0.3366,sub-AN03EU29,Hamburg_Riesel,HRBL,2.7599,-4.0345,5.8414
248,1,1,0.28725,sub-AN03EU29,Hamburg_Riesel,HRBL,-3.1457,1.3962,-2.6451
