Trial,Congruency,ACC,RT,Subject,Lab,Experimenter,N2_FCZ,N2_CZ,P3_PZ,P3_ FZ,P3_ CZ,FMT_FCZ,FMT_CZ
389,0.33,1,0.1089,sub-AM04EN20,Wï¿½rzburg,WBDM,-79.0509,41.4848,-4.2218,138.7257,287.0249,-0.80953,-0.85361
390,1,1,0.11723,sub-AM04EN20,Wï¿½rzburg,WBDM,277.4485,125.6662,73.9244,101.1387,71.2698,-4.0719,2.8682
392,0.66,1,0.18064,sub-AM04EN20,Wï¿½rzburg,WBDM,316.3721,112.4493,319.014,177.4796,-36.254,-3.8649,2.1548
394,0.66,1,0.25127,sub-AM04EN20,Wï¿½rzburg,WBDM,198.7401,28.1907,277.2816,109.8113,48.2171,7.0771,4.0628
395,1,1,0.23024,sub-AM04EN20,Wï¿½rzburg,WBDM,236.1259,76.8074,319.427,135.8254,177.1469,6.3958,3.2412
396,1,1,0.16954,sub-AM04EN20,Wï¿½rzburg,WBDM,0.29597,22.0024,154.2144,188.8448,31.8517,6.4105,2.7177
398,1,1,0.35249,sub-AM04EN20,Wï¿½rzburg,WBDM,13.4521,90.6539,139.9141,228.4301,180.0784,5.487,1.9644
400,1,1,0.25176,sub-AM04EN20,Wï¿½rzburg,WBDM,150.5587,49.8558,143.7833,157.2112,245.6654,7.5662,6.7193
402,0.33,1,0.21399,sub-AM04EN20,Wï¿½rzburg,WBDM,187.4011,71.3384,323.4811,287.4983,202.2229,6.7692,6.1045
403,1,1,0.23492,sub-AM04EN20,Wï¿½rzburg,WBDM,-166.9218,-94.0839,249.669,9.0243,329.5466,5.5412,6.4323
405,1,1,0.22456,sub-AM04EN20,Wï¿½rzburg,WBDM,-144.5785,-93.8043,276.7826,6.3064,-206.0663,5.274,4.586
406,0.66,1,0.33744,sub-AM04EN20,Wï¿½rzburg,WBDM,83.4499,-141.5686,-126.3993,-19.0085,-242.6214,5.5699,3.2549
407,0.66,1,0.2577,sub-AM04EN20,Wï¿½rzburg,WBDM,77.8024,-124.2172,-149.2248,103.8316,-116.1122,6.1231,3.2897
408,1,1,0.20223,sub-AM04EN20,Wï¿½rzburg,WBDM,141.6813,147.156,-96.2125,51.878,581.4438,6.0739,8.8882
409,0.33,1,0.20588,sub-AM04EN20,Wï¿½rzburg,WBDM,150.5975,147.8296,286.5384,58.2655,534.9448,5.3937,7.32
411,0.66,1,0.26439,sub-AM04EN20,Wï¿½rzburg,WBDM,139.5493,130.1661,278.4502,362.1806,590.6083,-6.3377,2.9637
412,1,1,0.25961,sub-AM04EN20,Wï¿½rzburg,WBDM,100.142,139.037,309.8127,239.04,236.0126,-5.326,2.8793
414,0.33,1,0.31506,sub-AM04EN20,Wï¿½rzburg,WBDM,52.1428,30.0045,-232.1502,341.162,207.6911,-0.91409,1.2345
415,1,1,0.23267,sub-AM04EN20,Wï¿½rzburg,WBDM,85.4833,67.3743,-302.2179,279.9761,290.7018,-1.8382,4.2222
416,0.33,1,0.30132,sub-AM04EN20,Wï¿½rzburg,WBDM,-29.6463,120.6417,-198.7943,305.9375,18.7212,2.1453,4.2878
417,1,1,0.15479,sub-AM04EN20,Wï¿½rzburg,WBDM,62.9337,190.4967,262.6706,265.9704,-31.7813,1.5913,5.4606
418,1,1,0.25405,sub-AM04EN20,Wï¿½rzburg,WBDM,-222.7568,1.4741,194.9846,-109.008,-0.56899,6.462,0.13675
419,0.66,1,0.26829,sub-AM04EN20,Wï¿½rzburg,WBDM,-182.497,-34.293,270.6653,-122.5051,90.8045,4.3117,4.4306
420,1,1,0.20721,sub-AM04EN20,Wï¿½rzburg,WBDM,-218.7614,-54.5846,-60.8689,-72.9085,63.6425,-1.0102,9.0378
421,1,1,0.23241,sub-AM04EN20,Wï¿½rzburg,WBDM,-176.7565,-67.6653,-51.1223,-103.9166,107.0112,-2.1327,10.5736
422,1,1,0.26538,sub-AM04EN20,Wï¿½rzburg,WBDM,-8.1767,11.8083,-72.6789,-145.4884,220.5838,4.1227,7.1326
423,1,1,0.24734,sub-AM04EN20,Wï¿½rzburg,WBDM,3.8476,59.2302,-59.6677,-89.5713,198.1463,2.7883,7.6313
424,1,1,0.23115,sub-AM04EN20,Wï¿½rzburg,WBDM,278.9944,-85.7757,-117.4554,797.4519,231.5787,5.0117,2.0295
426,0,1,0.25769,sub-AM04EN20,Wï¿½rzburg,WBDM,330.3814,-71.1843,-61.1217,723.6069,-214.8139,3.1297,0.67279
427,1,1,0.30935,sub-AM04EN20,Wï¿½rzburg,WBDM,-217.1983,-42.2318,460.8993,741.8625,-233.0543,-3.9057,8.2425
428,1,1,0.20164,sub-AM04EN20,Wï¿½rzburg,WBDM,-192.7045,-24.2497,419.7944,178.0617,-223.0618,-5.3111,8.723
429,1,1,0.25248,sub-AM04EN20,Wï¿½rzburg,WBDM,-95.7559,25.8433,512.1719,79.0095,-5.8391,7.0662,-2.3701
430,1,1,0.23738,sub-AM04EN20,Wï¿½rzburg,WBDM,-50.3924,68.3297,347.9276,163.016,39.4982,6.8779,-3.083
431,1,1,0.2006,sub-AM04EN20,Wï¿½rzburg,WBDM,38.3297,205.4995,330.0897,-98.9513,58.8194,2.4308,1.2367
432,0,1,0.33293,sub-AM04EN20,Wï¿½rzburg,WBDM,49.5997,268.9077,384.5559,-154.5683,578.5708,3.5151,-0.13793
433,1,1,0.15379,sub-AM04EN20,Wï¿½rzburg,WBDM,364.2153,-19.0136,-80.7172,-113.0757,456.4626,6.1093,-2.6836
434,0,1,0.21947,sub-AM04EN20,Wï¿½rzburg,WBDM,368.0726,-4.7334,-123.9197,-217.9465,580.9877,6.6428,-6.5645
436,0.66,1,0.21246,sub-AM04EN20,Wï¿½rzburg,WBDM,219.9832,87.0236,-92.0937,-156.7861,41.6107,-1.0455,-3.5313
437,0.66,1,0.21071,sub-AM04EN20,Wï¿½rzburg,WBDM,272.1712,94.0991,147.3111,-170.2646,18.3515,-0.30857,-3.0183
438,0,1,0.32905,sub-AM04EN20,Wï¿½rzburg,WBDM,-152.8486,209.0197,72.0098,207.1897,54.2636,10.8777,7.5331
439,0.66,1,0.21324,sub-AM04EN20,Wï¿½rzburg,WBDM,-145.4921,193.74,150.4035,147.2484,175.2977,10.6069,6.1738
440,0,1,0.20888,sub-AM04EN20,Wï¿½rzburg,WBDM,-169.102,57.721,-32.2419,232.9256,123.5097,-4.1343,-1.1569
441,0,1,0.17211,sub-AM04EN20,Wï¿½rzburg,WBDM,-146.1473,75.2866,-111.6148,-357.1153,148.3696,-2.0842,-3.133
442,1,1,0.12535,sub-AM04EN20,Wï¿½rzburg,WBDM,-38.5513,43.1474,-45.5559,-315.7599,269.1494,3.336,-3.5292
443,0.33,1,0.26533,sub-AM04EN20,Wï¿½rzburg,WBDM,-12.4591,112.475,137.6961,-264.3485,303.3161,3.5929,-1.7796
445,0.66,1,0.19392,sub-AM04EN20,Wï¿½rzburg,WBDM,-69.9078,179.3448,104.6353,445.6959,342.5218,-0.92923,-5.6906
447,1,1,0.24177,sub-AM04EN20,Wï¿½rzburg,WBDM,-76.847,238.0412,172.9037,360.2815,88.9329,1.0568,-5.3664
449,1,1,0.22063,sub-AM04EN20,Wï¿½rzburg,WBDM,249.1062,-168.4826,253.2818,483.0291,101.9853,1.1476,1.9915
450,0.66,1,0.23098,sub-AM04EN20,Wï¿½rzburg,WBDM,302.4657,-136.8759,208.8174,317.8404,89.4092,0.26263,1.4898
452,0.66,1,0.19931,sub-AM04EN20,Wï¿½rzburg,WBDM,41.0914,402.7349,210.3965,257.5033,-79.5354,9.3024,-1.4282
454,1,1,0.21701,sub-AM04EN20,Wï¿½rzburg,WBDM,58.3047,415.6213,144.9994,311.1288,-111.7553,7.4402,0.17602
455,1,1,0.10431,sub-AM04EN20,Wï¿½rzburg,WBDM,229.0729,139.5519,132.7248,80.5675,-87.1804,1.1569,-3.819
456,0,1,0.19301,sub-AM04EN20,Wï¿½rzburg,WBDM,230.5064,149.3557,173.1189,2.9327,498.1736,0.69843,-3.7954
457,0.66,1,0.23739,sub-AM04EN20,Wï¿½rzburg,WBDM,146.3492,-125.2881,129.9325,74.9065,382.0921,6.5182,-1.4349
459,1,1,0.20769,sub-AM04EN20,Wï¿½rzburg,WBDM,161.2751,-80.8324,38.7467,263.1568,501.6975,3.9699,-3.4912
461,1,1,0.21989,sub-AM04EN20,Wï¿½rzburg,WBDM,71.327,12.7805,73.2671,179.663,142.8368,0.45099,-2.8149
464,0.66,1,0.23005,sub-AM04EN20,Wï¿½rzburg,WBDM,32.7422,54.4956,141.7525,275.6061,101.0669,0.67242,-3.0871
466,1,1,0.22166,sub-AM04EN20,Wï¿½rzburg,WBDM,14.227,171.6257,-36.5409,31.8153,202.1989,9.6584,-1.8831
468,0.66,1,0.30708,sub-AM04EN20,Wï¿½rzburg,WBDM,83.0979,183.8479,202.5633,-73.0704,240.3122,11.2138,0.9511
470,1,1,0.18922,sub-AM04EN20,Wï¿½rzburg,WBDM,16.0454,-146.7286,-49.6525,7.8497,164.6244,2.5072,4.9891
471,0,1,0.23489,sub-AM04EN20,Wï¿½rzburg,WBDM,22.2513,-157.2401,-85.3658,-24.2516,239.1373,5.3477,4.3493
472,1,1,0.2494,sub-AM04EN20,Wï¿½rzburg,WBDM,40.3243,111.0288,19.2206,-14.0075,-17.7386,5.8166,-5.8023
473,1,1,0.19133,sub-AM04EN20,Wï¿½rzburg,WBDM,34.7172,83.6086,-74.0148,49.0386,-77.038,5.7138,-6.0406
474,1,1,0.23497,sub-AM04EN20,Wï¿½rzburg,WBDM,-45.1939,298.164,-188.6215,-77.9176,-8.1402,10.4051,-1.5918
475,1,1,0.16962,sub-AM04EN20,Wï¿½rzburg,WBDM,-13.5303,340.0552,-124.4413,-65.4096,0.9479,11.1762,-1.313
476,1,1,0.21794,sub-AM04EN20,Wï¿½rzburg,WBDM,326.7647,-55.5442,52.9899,-101.0549,-6.4189,3.0005,-6.2471
480,1,1,0.19903,sub-AM04EN20,Wï¿½rzburg,WBDM,311.5909,-23.218,85.9,138.8736,-6.0763,3.0375,-4.8
481,1,1,0.21443,sub-AM04EN20,Wï¿½rzburg,WBDM,7.7803,6.945,106.4258,48.4553,115.0903,-5.8371,6.6654
483,1,1,0.24187,sub-AM04EN20,Wï¿½rzburg,WBDM,-13.0162,22.2622,374.1534,141.0225,38.189,-4.5982,4.1806
484,1,1,0.18251,sub-AM04EN20,Wï¿½rzburg,WBDM,107.8928,143.087,323.8194,-117.4501,134.9665,9.0624,3.9418
486,1,1,0.23323,sub-AM04EN20,Wï¿½rzburg,WBDM,128.6915,143.1834,431.0484,-92.2396,153.9948,8.8296,4.7218
488,0.33,1,0.23337,sub-AM04EN20,Wï¿½rzburg,WBDM,-111.4982,-66.3435,-159.2188,-100.1109,73.8943,3.3383,2.7482
489,1,1,0.11398,sub-AM04EN20,Wï¿½rzburg,WBDM,-93.221,-64.0722,-237.4325,260.9975,178.3845,2.5547,1.7198
492,0.66,1,0.10658,sub-AM04EN20,Wï¿½rzburg,WBDM,37.446,43.0201,-132.0148,171.1207,279.1624,12.3394,18.5778
494,1,1,0.21825,sub-AM04EN20,Wï¿½rzburg,WBDM,67.6313,51.6198,21.5632,273.2706,218.6794,11.8453,15.5673
495,1,1,0.24985,sub-AM04EN20,Wï¿½rzburg,WBDM,-230.7549,314.3441,-35.2747,166.1349,227.752,-3.3187,0.086349
496,0.33,1,0.26049,sub-AM04EN20,Wï¿½rzburg,WBDM,-282.3692,361.7561,9.4204,108.7967,57.451,-2.4512,0.52101
497,1,1,0.22336,sub-AM04EN20,Wï¿½rzburg,WBDM,132.5542,194.6403,155.5746,193.0814,118.0919,6.0874,2.279
500,0.33,1,0.26118,sub-AM04EN20,Wï¿½rzburg,WBDM,162.9951,239.1188,136.0015,168.5554,46.7751,5.8158,-0.17813
504,1,1,0.22824,sub-AM04EN20,Wï¿½rzburg,WBDM,36.89,-46.2095,134.8734,144.8297,-300.5818,1.6047,-7.071
505,0.66,1,0.10356,sub-AM04EN20,Wï¿½rzburg,WBDM,8.3141,22.3642,336.4868,193.7379,-301.1831,2.5803,-6.3586
506,0.33,1,0.24389,sub-AM04EN20,Wï¿½rzburg,WBDM,247.8235,-76.515,310.7251,318.4696,-301.0546,3.5095,1.7419
507,0.66,1,0.33748,sub-AM04EN20,Wï¿½rzburg,WBDM,235.6371,-8.2457,300.8072,197.9602,204.5359,3.0307,1.4716
509,0,1,0.17326,sub-AM04EN20,Wï¿½rzburg,WBDM,-39.2496,-134.015,317.6004,255.4137,158.2895,-4.1858,-5.0783
511,1,1,0.22113,sub-AM04EN20,Wï¿½rzburg,WBDM,-13.8601,-139.3496,288.2101,-86.6431,201.088,-2.7956,-6.6041
512,0.66,1,0.21198,sub-AM04EN20,Wï¿½rzburg,WBDM,8.1402,13.9623,384.6938,-103.7782,356.5828,3.6218,3.1624
513,1,1,0.17157,sub-AM04EN20,Wï¿½rzburg,WBDM,21.6935,59.0756,-47.137,-104.9979,321.4307,3.4662,2.5343
514,1,1,0.25196,sub-AM04EN20,Wï¿½rzburg,WBDM,-33.6001,91.1076,-30.2393,69.0514,394.1904,1.4865,5.8411
515,1,1,0.14416,sub-AM04EN20,Wï¿½rzburg,WBDM,5.9997,136.2447,-43.4261,49.1092,18.4853,1.6668,3.681
516,1,1,0.22659,sub-AM04EN20,Wï¿½rzburg,WBDM,192.996,23.3196,-209.217,80.3307,10.8074,4.495,-3.8936
518,1,1,0.21817,sub-AM04EN20,Wï¿½rzburg,WBDM,219.3647,53.5545,-254.8107,-69.5227,23.6388,2.9972,-3.9005
520,1,1,0.22618,sub-AM04EN20,Wï¿½rzburg,WBDM,4.9795,19.4156,-149.8289,-64.7437,-166.7292,5.5082,0.34343
522,0.33,1,0.19473,sub-AM04EN20,Wï¿½rzburg,WBDM,37.5618,7.362,19.779,-27.269,-172.4042,5.0626,1.0153
523,0.33,1,0.11,sub-AM04EN20,Wï¿½rzburg,WBDM,-236.8527,-230.6758,-18.6948,-0.58424,-139.5713,6.6677,6.7362
524,0,1,0.12,sub-AM04EN20,Wï¿½rzburg,WBDM,-189.403,-233.8196,55.8146,9.6072,197.0236,8.3159,4.9341
525,0.66,1,0.16742,sub-AM04EN20,Wï¿½rzburg,WBDM,112.2818,168.7482,-17.1889,-45.5877,180.5999,-4.8968,13.5266
527,0,1,0.11717,sub-AM04EN20,Wï¿½rzburg,WBDM,97.5871,204.0455,-71.6805,97.8079,202.7114,-5.6253,15.1905
528,1,1,0.1199,sub-AM04EN20,Wï¿½rzburg,WBDM,106.0373,277.0127,-34.2995,41.9429,56.224,6.4805,-6.1051
531,0.66,1,0.20939,sub-AM04EN20,Wï¿½rzburg,WBDM,118.2658,299.9498,255.3737,102.0315,96.894,6.4495,-3.6602
532,1,1,0.16938,sub-AM04EN20,Wï¿½rzburg,WBDM,66.9579,144.9594,202.952,112.6429,75.5852,5.1717,3.7912
533,1,1,0.11865,sub-AM04EN20,Wï¿½rzburg,WBDM,112.4158,145.077,318.6111,47.5585,129.2261,3.9271,8.1444
534,1,1,0.10425,sub-AM04EN20,Wï¿½rzburg,WBDM,34.6244,-100.2563,184.9754,131.8949,19.3619,-0.7137,0.70542
535,0.33,1,0.25099,sub-AM04EN20,Wï¿½rzburg,WBDM,45.7015,-61.8629,58.8919,66.3179,111.4628,0.25592,-0.10359
538,0.33,1,0.22108,sub-AM04EN20,Wï¿½rzburg,WBDM,171.8465,55.8723,156.3414,29.383,106.8883,-0.51495,5.245
540,1,1,0.18195,sub-AM04EN20,Wï¿½rzburg,WBDM,235.826,67.6897,217.6613,72.827,67.2343,-1.2616,3.5384
541,1,1,0.15637,sub-AM04EN20,Wï¿½rzburg,WBDM,-15.436,22.7438,156.5442,100.7442,97.8607,7.0768,-4.8988
544,0.33,1,0.18575,sub-AM04EN20,Wï¿½rzburg,WBDM,-3.5595,6.2013,228.1475,29.9271,249.7213,5.9602,-5.0423
548,1,1,0.22487,sub-AM04EN20,Wï¿½rzburg,WBDM,68.5024,43.0505,153.6399,103.9409,172.675,8.3251,4.2177
549,1,1,0.18755,sub-AM04EN20,Wï¿½rzburg,WBDM,69.5676,80.5963,103.283,311.982,227.8843,8.4191,2.6083
551,1,1,0.29162,sub-AM04EN20,Wï¿½rzburg,WBDM,177.7145,96.468,119.8442,255.0938,-270.5569,-7.1357,1.4295
552,0.66,1,0.19682,sub-AM04EN20,Wï¿½rzburg,WBDM,266.3448,85.4141,121.271,317.1691,-263.0785,-5.3029,1.3212
554,0.66,1,0.11051,sub-AM04EN20,Wï¿½rzburg,WBDM,190.3761,262.8453,103.0715,64.0573,-257.6177,1.4521,3.1528
555,1,1,0.12926,sub-AM04EN20,Wï¿½rzburg,WBDM,162.5691,301.7736,126.038,65.0054,208.1113,2.9551,3.9713
558,1,1,0.1127,sub-AM04EN20,Wï¿½rzburg,WBDM,-132.8999,-196.2026,172.2774,36.9522,204.1549,9.4067,-0.55692
561,1,1,0.20664,sub-AM04EN20,Wï¿½rzburg,WBDM,-123.8633,-186.3352,85.2562,114.4283,204.043,7.2369,-1.558
564,0.66,1,0.2243,sub-AM04EN20,Wï¿½rzburg,WBDM,-152.5857,0.32251,220.3165,105.2506,322.4457,3.63,-8.2999
567,1,1,0.12976,sub-AM04EN20,Wï¿½rzburg,WBDM,-125.3981,-7.433,-185.8083,124.5268,251.4917,1.5236,-7.6612
569,1,1,0.16649,sub-AM04EN20,Wï¿½rzburg,WBDM,540.2999,76.3219,-129.4353,168.8268,311.4197,-0.25936,5.8085
571,0.33,1,0.40802,sub-AM04EN20,Wï¿½rzburg,WBDM,533.3141,126.2397,-120.8089,78.0682,176.44,0.13848,7.8369
572,1,1,0.20456,sub-AM04EN20,Wï¿½rzburg,WBDM,2.5625,178.3552,20.7473,102.0497,185.9441,-2.6665,-0.19168
575,1,1,0.25107,sub-AM04EN20,Wï¿½rzburg,WBDM,47.8765,212.8002,-9.045,41.1722,208.3804,-2.1185,-0.3343
1,1,1,0.43556,sub-AN03EU29,Hamburg_Riesel,HRBL,-3.7579,14.7631,73.7654,18.939,-38.7122,2.8875,0.060819
3,0.66,1,0.26036,sub-AN03EU29,Hamburg_Riesel,HRBL,63.1559,1.7775,-38.3315,-13.199,70.2005,2.4455,-3.6745
5,1,1,0.29183,sub-AN03EU29,Hamburg_Riesel,HRBL,30.3501,83.7408,61.1342,-27.3271,-30.1516,4.7189,2.4887
6,0.33,1,0.32016,sub-AN03EU29,Hamburg_Riesel,HRBL,72.925,22.4594,-113.8769,0.87807,-109.1904,-1.7126,10.5054
7,0.33,1,0.24606,sub-AN03EU29,Hamburg_Riesel,HRBL,-20.258,26.9149,-51.8059,-3.6422,66.7211,3.5268,-2.0945
8,0,1,0.41919,sub-AN03EU29,Hamburg_Riesel,HRBL,-65.6183,46.7285,66.0503,-5.2876,-29.9986,2.9742,2.1477
9,1,1,0.30781,sub-AN03EU29,Hamburg_Riesel,HRBL,-42.4307,33.7102,-16.8217,72.9301,-39.4028,2.2707,0.74479
10,1,1,0.374,sub-AN03EU29,Hamburg_Riesel,HRBL,1.103,108.7534,42.8418,-39.1164,8.2231,-9.9195,-4.8004
11,1,1,0.30676,sub-AN03EU29,Hamburg_Riesel,HRBL,10.4144,-0.68736,-80.2241,-101.9097,-14.5781,-6.0307,-3.1413
12,0.33,1,0.46445,sub-AN03EU29,Hamburg_Riesel,HRBL,16.7984,99.6915,36.3806,68.886,59.4278,-8.6553,-8.6332
13,0.66,1,0.42497,sub-AN03EU29,Hamburg_Riesel,HRBL,-21.9775,-58.9129,3.1312,-55.6166,-13.2327,11.8103,-5.1909
14,0.33,1,0.33531,sub-AN03EU29,Hamburg_Riesel,HRBL,13.335,-97.9322,-7.3032,-99.5953,50.3658,9.24,-4.0881
16,1,1,0.32044,sub-AN03EU29,Hamburg_Riesel,HRBL,15.6775,-70.5311,27.318,-91.9055,212.5288,7.3581,3.1682
17,0.66,1,0.2989,sub-AN03EU29,Hamburg_Riesel,HRBL,28.8134,-67.2236,-26.4167,-25.3596,-143.1092,12.4473,-8.8498
18,1,1,0.27039,sub-AN03EU29,Hamburg_Riesel,HRBL,27.7146,-97.0968,-0.12934,8.5357,-50.5325,4.4692,-11.8683
19,0,1,0.44955,sub-AN03EU29,Hamburg_Riesel,HRBL,-2.2639,-32.1555,83.9253,-26.0649,-15.1692,-1.5624,-1.0942
21,1,1,0.33327,sub-AN03EU29,Hamburg_Riesel,HRBL,9.5454,-11.4271,-45.8494,3.8721,74.5144,-4.9498,-1.1657
22,1,1,0.32266,sub-AN03EU29,Hamburg_Riesel,HRBL,-51.3278,22.3809,37.284,10.598,-34.0121,-6.2287,2.4355
23,1,1,0.3065,sub-AN03EU29,Hamburg_Riesel,HRBL,7.2749,28.8846,53.7565,64.7825,-14.595,-9.4078,6.7035
24,0.66,1,0.30267,sub-AN03EU29,Hamburg_Riesel,HRBL,27.8669,-29.9336,-3.2152,22.4711,40.6204,-0.47051,6.0857
25,1,1,0.23856,sub-AN03EU29,Hamburg_Riesel,HRBL,22.5753,50.98,59.0387,8.7887,-63.1457,0.89846,-5.4629
26,0.66,1,0.27531,sub-AN03EU29,Hamburg_Riesel,HRBL,73.871,-12.8358,69.9204,102.8745,-23.204,-1.0796,-4.0652
27,1,1,0.21535,sub-AN03EU29,Hamburg_Riesel,HRBL,40.3828,13.3186,17.1612,90.9304,-1.1764,-2.9872,-5.1511
28,0,1,0.39636,sub-AN03EU29,Hamburg_Riesel,HRBL,46.7127,12.9934,-5.2989,52.7936,2.8232,-8.9295,-4.2371
29,1,1,0.32714,sub-AN03EU29,Hamburg_Riesel,HRBL,-16.0453,42.7297,15.3979,65.5429,-22.8276,-8.5553,-1.3974
30,1,1,0.24113,sub-AN03EU29,Hamburg_Riesel,HRBL,-102.8826,77.612,34.2176,90.8756,56.1757,-8.7555,-1.2042
32,1,1,0.32254,sub-AN03EU29,Hamburg_Riesel,HRBL,21.4763,-13.6998,-42.1581,47.0468,-23.2107,-6.8789,3.5709
33,1,1,0.31128,sub-AN03EU29,Hamburg_Riesel,HRBL,20.2361,-31.1731,15.8222,54.6167,-99.1702,-14.0167,-7.9073
34,1,1,0.26364,sub-AN03EU29,Hamburg_Riesel,HRBL,-34.6283,-93.8119,-19.611,22.4549,42.8799,0.13188,-11.0638
35,0.66,1,0.30625,sub-AN03EU29,Hamburg_Riesel,HRBL,25.3032,-96.2158,55.1617,-39.8252,-57.7972,-4.8563,-5.0785
37,0.33,1,0.38381,sub-AN03EU29,Hamburg_Riesel,HRBL,-24.2036,13.4935,-12.8992,22.5497,-87.1588,7.7023,-2.5212
38,0.33,1,0.43386,sub-AN03EU29,Hamburg_Riesel,HRBL,4.0872,17.8253,-47.6707,-47.1384,38.5998,3.1964,-3.584
39,0.66,1,0.30579,sub-AN03EU29,Hamburg_Riesel,HRBL,25.5167,16.5397,114.7478,-48.4013,3.0476,0.73533,-0.89794
41,1,1,0.39435,sub-AN03EU29,Hamburg_Riesel,HRBL,22.0224,41.148,-74.1025,23.0272,202.0804,3.1042,2.6625
42,0.66,1,0.30523,sub-AN03EU29,Hamburg_Riesel,HRBL,6.2467,16.5934,-6.9012,-40.5982,-42.5126,4.0738,-1.4795
43,0.33,1,0.33811,sub-AN03EU29,Hamburg_Riesel,HRBL,4.7352,41.9337,54.1472,-40.2334,61.5576,6.6624,1.0258
44,0,1,0.33202,sub-AN03EU29,Hamburg_Riesel,HRBL,-19.8444,8.4953,23.4409,-17.6172,106.7519,2.6454,8.7832
45,1,1,0.3169,sub-AN03EU29,Hamburg_Riesel,HRBL,3.1037,26.7568,76.0315,-23.9309,15.4724,-4.4326,-2.2725
46,0.33,1,0.30255,sub-AN03EU29,Hamburg_Riesel,HRBL,38.8821,25.5156,-152.964,38.2647,27.0103,-2.8614,-3.7763
48,1,1,0.39686,sub-AN03EU29,Hamburg_Riesel,HRBL,92.7888,77.534,85.0607,7.6828,-36.5388,-7.5647,-0.8992
49,0.33,1,0.30867,sub-AN03EU29,Hamburg_Riesel,HRBL,-22.6996,-78.1633,29.6486,-33.7978,29.5775,0.65323,4.8535
51,1,1,0.25324,sub-AN03EU29,Hamburg_Riesel,HRBL,26.7516,-104.9062,5.808,-87.6988,16.5013,-4.1441,8.2709
52,1,1,0.42587,sub-AN03EU29,Hamburg_Riesel,HRBL,-48.6581,-5.8408,-32.0017,-19.6639,-47.736,3.9177,-5.6483
53,0.66,1,0.37945,sub-AN03EU29,Hamburg_Riesel,HRBL,-5.7959,-15.7694,-31.8052,17.6919,108.3866,7.0463,-2.576
54,0.33,1,0.30057,sub-AN03EU29,Hamburg_Riesel,HRBL,-19.6911,-48.2151,-0.40386,-39.0971,9.8219,-2.2384,4.5836
56,0.66,1,0.23581,sub-AN03EU29,Hamburg_Riesel,HRBL,-22.5295,-21.2543,-19.0149,2.6385,-93.6176,-2.6859,1.5083
57,1,1,0.24813,sub-AN03EU29,Hamburg_Riesel,HRBL,-50.0521,-51.5738,-62.1416,-41.7244,4.203,-4.6838,2.2898
58,0.33,1,0.40142,sub-AN03EU29,Hamburg_Riesel,HRBL,-67.2048,-17.6572,36.5037,-69.7561,-31.6174,-1.871,2.4393
59,1,1,0.34238,sub-AN03EU29,Hamburg_Riesel,HRBL,-17.7922,-31.9392,5.0765,52.9055,-98.6142,-2.9812,1.4979
60,1,1,0.26708,sub-AN03EU29,Hamburg_Riesel,HRBL,-9.5918,-7.6082,-30.857,32.8736,26.6916,-4.377,3.4403
61,0,1,0.39667,sub-AN03EU29,Hamburg_Riesel,HRBL,-10.8461,17.6978,5.3194,95.055,17.8427,-2.2025,11.5454
62,1,1,0.31841,sub-AN03EU29,Hamburg_Riesel,HRBL,26.3502,20.4831,-16.3262,54.2676,-2.695,-4.3021,5.7132
63,1,1,0.22989,sub-AN03EU29,Hamburg_Riesel,HRBL,31.7103,-30.6898,-20.8371,113.3621,64.4294,7.8051,0.018302
64,0.33,1,0.16711,sub-AN03EU29,Hamburg_Riesel,HRBL,69.1878,-7.3185,24.3683,52.4727,-3.8886,0.34045,-4.5744
65,1,1,0.26709,sub-AN03EU29,Hamburg_Riesel,HRBL,16.8209,-32.7189,12.195,-6.8983,-96.0284,3.7381,-3.4368
66,0.33,1,0.34857,sub-AN03EU29,Hamburg_Riesel,HRBL,20.071,-10.302,-72.4521,4.2951,61.0815,-1.1357,-6.8443
67,0.33,1,0.49706,sub-AN03EU29,Hamburg_Riesel,HRBL,1.5023,-14.9515,9.1629,-20.5899,-15.68,6.4405,-2.4211
68,0.33,1,0.47856,sub-AN03EU29,Hamburg_Riesel,HRBL,17.3885,-18.1641,-60.8215,-17.3558,-29.5233,1.2794,-1.6172
69,1,1,0.32448,sub-AN03EU29,Hamburg_Riesel,HRBL,-30.0108,-55.9573,-11.0052,-18.9615,27.023,1.4086,-10.6974
70,1,1,0.30959,sub-AN03EU29,Hamburg_Riesel,HRBL,13.7502,-56.6795,123.3292,-101.9715,-32.7797,-2.4013,-9.5212
71,1,1,0.36077,sub-AN03EU29,Hamburg_Riesel,HRBL,-9.1868,41.5591,-28.4632,-104.9083,42.5008,-2.9551,9.0381
72,1,1,0.28722,sub-AN03EU29,Hamburg_Riesel,HRBL,-7.9953,35.5833,2.8891,-37.8509,77.6838,-4.1309,7.7052
74,1,1,0.30933,sub-AN03EU29,Hamburg_Riesel,HRBL,-86.529,-26.4617,30.8326,-60.4367,25.886,-4.4859,0.43411
75,0.66,1,0.25603,sub-AN03EU29,Hamburg_Riesel,HRBL,-22.5782,-13.6118,41.1588,-18.7238,5.2429,0.86984,2.0339
76,1,1,0.32597,sub-AN03EU29,Hamburg_Riesel,HRBL,-32.5906,-0.70218,-7.2539,-40.4443,47.4558,3.7908,-7.0959
