Instruction_Condition,MarkCondition,Type,Letter,CorrectResponse,Condition,RandomizeBlocks.thisRepN,RandomizeBlocks.thisTrialN,RandomizeBlocks.thisN,RandomizeBlocks.thisIndex,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Target_Mapping,Fixation_practice.started,Fixation_practice.stopped,Target_practice.started,Target_practice.stopped,Target_resp_practice.keys,Target_resp_practice.corr,Target_resp_practice.started,Target_resp_practice.stopped,ITI_resp_practice.started,ITI_resp_practice.stopped,ITI_Duration,ITI.started,ITI.stopped,square2.started,square2.stopped,Target_resp_practice.rt,Instr_Repe.started,Instr_Repe.stopped,Trigger_Target,TriggerResp,Fixation.started,Fixation.stopped,Target.started,Target.stopped,Target_resp.keys,Target_resp.corr,Target_resp.started,Target_resp.stopped,ITI_resp.started,ITI_resp.stopped,square1.started,square1.stopped,showReminder,ReminderErrors.started,ReminderErrors.stopped,ReminderErrorsResp.keys,ReminderErrorsResp.started,ReminderErrorsResp.stopped,break_block.started,break_block.stopped,break_block_resp.keys,Target_resp.rt,break_block_resp.rt,SelfReport.started,SelfReport.stopped,anxious.response,anxious.rt,peppy.response,peppy.rt,peeved.response,peeved.rt,happy.response,happy.rt,tired.response,tired.rt,relaxed.response,relaxed.rt,sad.response,sad.rt,calm.response,calm.rt,exhausted.response,exhausted.rt,irritated.response,irritated.rt,break_cond.started,break_cond.stopped,break_cond_resp.keys,break_cond_resp.rt,ReminderErrorsResp.rt,participant,session,EEGPort,LogFilesFolder,date,expName,psychopyVersion,frameRate,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,5,2,17,1,,,,,,,,,,,,0.9,860.9116603000002,None,860.9116603000002,None,,,,101,0,859.7253112999997,860.2275703999994,860.2111128999995,860.3111214999999,None,0,860.2111128999995,None,860.3111214999999,None,860.2111128999995,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,6,0,18,0,,,,,,,,,,,,0.9,863.0120939999997,None,863.0120939999997,None,,,,101,0,861.8254882000001,862.3274475999997,862.3110114000001,862.4110104000001,None,0,862.3110114000001,None,862.4110104000001,None,862.3110114000001,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,6,1,19,0,,,,,,,,,,,,0.9,865.1286671999997,None,865.1286671999997,None,,,,101,0,863.9421001999999,864.4439364999998,864.4275698000001,864.5277329,None,0,864.4275698000001,None,864.5277329,None,864.4275698000001,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,6,2,20,0,,,,,,,,,,,,0.9,867.2311583999999,None,867.2311583999999,None,,,,101,0,866.0422071000003,866.5441811000001,866.5277213999998,866.6275753999998,None,0,866.5277213999998,None,866.6275753999998,None,866.5277213999998,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,7,0,21,0,,,,,,,,,,,,0.9,869.3452277999995,None,869.3452277999995,None,,,,101,0,868.1587014999996,868.6607730999995,868.6442754,868.7443882999996,None,0,868.6442754,None,868.7443882999996,None,868.6442754,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,7,1,22,1,,,,,,,,,,,,0.9,871.4620364000002,None,871.4620364000002,None,,,,101,0,870.2755645999996,870.7775652,870.7611286000001,870.8610536999995,None,0,870.7611286000001,None,870.8610536999995,None,870.7611286000001,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,7,2,23,1,,,,,,,,,,,,0.9,873.5621271,None,873.5621271,None,,,,101,0,872.3755272999997,872.8776316000003,872.8612149,872.9610789999997,None,0,872.8612149,None,872.9610789999997,None,872.8612149,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,8,0,24,0,,,,,,,,,,,,0.9336850000005142,875.6636527999999,None,875.6636527999999,None,,,,101,111,874.4921939999995,874.9942699000003,874.9777101999998,875.0776184999995,4,1,874.9777101999998,None,875.0776184999995,None,874.9777101999998,None,False,None,None,None,None,None,None,None,None,0.6663149999994857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,8,1,25,1,,,,,,,,,,,,0.9,877.8118029999996,None,877.8118029999996,None,,,,101,0,876.6252187999999,877.1275608999995,877.1110865,877.2110235,None,0,877.1110865,None,877.2110235,None,877.1110865,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,1,1,0,,,,,8,2,26,2,,,,,,,,,,,,0.9,879.9121563999997,None,879.9121563999997,None,,,,102,0,878.7115906999998,879.2110800999999,879.2110800999999,879.3110857000001,None,1,879.2110800999999,None,879.3110857000001,None,879.2110800999999,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,1,1,0,,,,,9,0,27,2,,,,,,,,,,,,0.9,882.0277716999999,None,882.0277716999999,None,,,,102,0,880.8421314999996,881.3442792999995,881.3278038999997,881.4276825999996,None,1,881.3278038999997,None,881.4276825999996,None,881.3278038999997,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,9,1,28,1,,,,,,,,,,,,0.9,884.1287038,None,884.1287038,None,,,,101,0,882.9282587999996,883.4275540999997,883.4275540999997,883.5275743000002,None,0,883.4275540999997,None,883.5275743000002,None,883.4275540999997,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,9,2,29,1,,,,,,,,,,,,0.9,886.2421650999995,None,886.2421650999995,None,,,,101,0,885.0421059,885.5442487,885.5276746999998,885.6276159999998,None,0,885.5276746999998,None,885.6276159999998,None,885.5276746999998,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,10,0,30,0,,,,,,,,,,,,0.9,888.3453313999998,None,888.3453313999998,None,,,,101,0,887.1587539000002,887.6607088000001,887.6443373000002,887.7442908000003,None,0,887.6443373000002,None,887.7442908000003,None,887.6443373000002,None,True,889.2585696999995,None,return,889.2585696999995,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.761445099999946,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,1,1,0,,,,,10,1,31,2,,,,,,,,,,,,0.9,899.2287883999998,None,899.2287883999998,None,,,,102,0,898.0433673999996,898.5437645000002,898.5273056999995,898.6277067999999,None,1,898.5273056999995,None,898.6277067999999,None,898.5273056999995,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,10,2,32,0,,,,,,,,,,,,0.9,901.3283114999995,None,901.3283114999995,None,,,,101,0,900.1282283,900.6276611000003,900.6276611000003,900.72768,None,0,900.6276611000003,None,900.72768,None,900.6276611000003,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,1,1,0,,,,,11,0,33,2,,,,,,,,,,,,0.9,903.4285804000001,None,903.4285804000001,None,,,,102,0,902.2282441999996,902.7276534000002,902.7276534000002,902.8276458,None,1,902.7276534000002,None,902.8276458,None,902.7276534000002,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,1,1,0,,,,,11,1,34,2,,,,,,,,,,,,0.9,905.5286673999999,None,905.5286673999999,None,,,,102,0,904.3420743999995,904.8441426999998,904.8277145000002,904.9277514999994,None,1,904.8277145000002,None,904.9277514999994,None,904.8277145000002,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,11,2,35,0,,,,,,,,,,,,0.9,907.6449419999999,None,907.6449419999999,None,,,,101,0,906.4450024999996,906.9444219999996,906.9444219999996,907.0442892000001,None,0,906.9444219999996,None,907.0442892000001,None,906.9444219999996,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,12,0,36,0,,,,,,,,,,,,0.9,909.7456336999994,None,909.7456336999994,None,,,,101,0,908.5586954999999,909.0607982000001,909.0442289000002,909.144166,None,0,909.0442289000002,None,909.144166,None,909.0442289000002,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,12,1,37,1,,,,,,,,,,,,0.960584099999869,911.8311115999995,None,911.8311115999995,None,,,,101,111,910.6754666999996,911.1774851,911.1609203999997,911.2608615999998,4,1,911.1609203999997,None,911.2608615999998,None,911.1609203999997,None,False,None,None,None,None,None,None,None,None,0.6394159000001309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,1,1,0,,,,,12,2,38,2,,,,,,,,,,,,0.9,913.9952948999999,None,913.9952948999999,None,,,,102,0,912.7949609999996,913.2939328000002,913.2939328000002,913.3943141999998,None,1,913.2939328000002,None,913.3943141999998,None,913.2939328000002,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,13,0,39,1,,,,,,,,,,,,0.9,916.0954868999997,None,916.0954868999997,None,,,,101,0,914.8949961999997,915.3943269000001,915.3943269000001,915.4943517000002,None,0,915.3943269000001,None,915.4943517000002,None,915.3943269000001,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,1,1,0,,,,,13,1,40,2,,,,,,,,,,,,0.9,918.2120531,None,918.2120531,None,,,,102,0,917.0119182999997,917.5109912999997,917.5109912999997,917.6109667999999,None,1,917.5109912999997,None,917.6109667999999,None,917.5109912999997,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,1,1,0,,,,,13,2,41,2,,,,,,,,,,,,0.9,920.3119271999994,None,920.3119271999994,None,,,,102,0,919.1253568000002,919.6275362999995,919.6110225000002,919.7110248999998,None,1,919.6110225000002,None,919.7110248999998,None,919.6110225000002,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,14,0,42,0,,,,,,,,,,,,0.9680244000006496,922.3644119999999,None,922.3644119999999,None,,,,101,111,921.2123329999995,921.7274766999999,921.7109572999998,921.8109532999997,4,1,921.7109572999998,None,921.8109532999997,None,921.7109572999998,None,False,None,None,None,None,None,None,None,None,0.6319755999993504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,14,1,43,0,,,,,,,,,,,,0.9,924.5448742999997,None,924.5448742999997,None,,,,101,0,923.3585427999997,923.8608843000002,923.8442881999999,923.9445402000001,None,0,923.8442881999999,None,923.9445402000001,None,923.8442881999999,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,1,1,0,,,,,14,2,44,2,,,,,,,,,,,,0.9,926.6585291000001,None,926.6585291000001,None,,,,102,0,925.4461976000002,925.9608153999998,925.9443067000002,926.0442984000001,None,1,925.9443067000002,None,926.0442984000001,None,925.9443067000002,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,15,0,45,1,,,,,,,,,,,,0.9870075000004362,928.6974643000003,None,928.6974643000003,None,,,,101,111,927.5622536000001,928.0774796999995,928.0609321000002,928.1607735999996,4,1,928.0609321000002,None,928.1607735999996,None,928.0609321000002,None,False,None,None,None,None,None,None,None,None,0.6129924999995637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,1,1,0,,,,,15,1,46,2,,,,,,,,,,,,0.9,930.8950150999999,None,930.8950150999999,None,,,,102,0,929.7084336999997,930.2107654000001,930.1943091000003,930.2942542999999,None,1,930.1943091000003,None,930.2942542999999,None,930.1943091000003,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,15,2,47,1,,,,,,,,,,,,0.9,933.0122025999999,None,933.0122025999999,None,,,,101,0,931.8252384999996,932.3274513999995,932.3109502999996,932.4110211999996,None,0,932.3109502999996,None,932.4110211999996,None,932.3109502999996,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,16,0,48,1,,,,,,,,,,,,0.9,935.1284637999997,None,935.1284637999997,None,,,,101,0,933.9420472000002,934.4441651999996,934.4276275000002,934.5275983000001,None,0,934.4276275000002,None,934.5275983000001,None,934.4276275000002,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,16,1,49,1,,,,,,,,,,,,0.9,937.2287028999999,None,937.2287028999999,None,,,,101,0,936.0419248999997,936.5441411000002,936.5276261999998,936.6275251999996,None,0,936.5276261999998,None,936.6275251999996,None,936.5276261999998,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,16,2,50,1,,,,,,,,,,,,0.9933057999993252,939.2642625999997,None,939.2642625999997,None,,,,101,111,938.1420022000002,938.6438435999999,938.6271615999995,938.7275804999999,4,1,938.6271615999995,None,938.7275804999999,None,938.6271615999995,None,False,None,None,None,None,None,None,None,None,0.6066942000006748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,1,1,0,,,,,17,0,51,2,,,,,,,,,,,,0.9,941.4619685999996,None,941.4619685999996,None,,,,102,0,940.2615900000001,940.7609420999997,940.7609420999997,940.8609445000002,None,1,940.7609420999997,None,940.8609445000002,None,940.7609420999997,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,1,1,0,,,,,17,1,52,2,,,,,,,,,,,,0.9,943.5614747,None,943.5614747,None,,,,102,0,942.3753098999996,942.8774519999997,942.8609957999997,942.9609203,None,1,942.8609957999997,None,942.9609203,None,942.8609957999997,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,NoGo,nogo,None,2,0,1,1,0,,,,,17,2,53,2,,,,,,,,,,,,0.9,945.6616354999996,None,945.6616354999996,None,,,,102,0,944.4753794999997,944.9774737999996,944.9608397000002,945.0608774000002,None,1,944.9608397000002,None,945.0608774000002,None,944.9608397000002,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,18,0,54,1,,,,,,,,,,,,0.9,947.7610089,None,947.7610089,None,,,,101,0,946.5617315,947.0610268999999,947.0610268999999,947.1607297999999,None,0,947.0610268999999,None,947.1607297999999,None,947.0610268999999,None,False,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
IN DIESEM BLOCK KÖNNEN SIE EINFACH ENTSPANNT AN DIE AUFGABE HERANGEHEN. SIE SOLLEN SICH NICHT VERAUSGABEN.,100,Go,go,4,1,0,1,1,0,,,,,18,1,55,0,,,,,,,,,,,,1,949.7484039000001,None,949.7484039000001,None,,,,101,111,948.6752482000002,949.1771366000003,949.1604367,949.2608500999995,4,1,949.1604367,None,949.2608500999995,None,949.1604367,None,False,None,None,None,None,None,None,None,None,0.5686232999996719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CH05ER25,1,0x5FB8,D:\CoScience\Logfiles\,2022_Jan_31_1041,GoNoGo,2020.1.3,60.08745127663911,
